CodigoSucursal;CodigoFuerza;CodigoModoAtencion;CodigoRuta;CodigoCliente;FechaDesde;FechaHasta
1;1;PRE;15;1274;01/01/2009;31/12/8899
1;1;PRE;15;1276;01/01/2009;31/12/8899
1;1;PRE;15;1277;01/01/2009;31/12/8899
1;1;PRE;15;1278;01/01/2009;31/12/8899
1;1;PRE;15;1279;01/01/2009;31/12/8899
1;1;PRE;15;1281;01/01/2009;31/12/8899
1;1;PRE;15;1282;01/01/2009;31/12/8899
1;1;PRE;15;1283;01/01/2009;31/12/8899
1;1;PRE;15;1284;01/01/2009;31/12/8899
1;1;PRE;15;1285;01/01/2009;31/12/8899
1;1;PRE;15;1287;01/01/2009;31/12/8899
1;1;PRE;15;1290;01/01/2009;31/12/8899
1;1;PRE;15;1294;01/01/2009;31/12/8899
1;1;PRE;15;1298;01/01/2009;31/12/8899
1;1;PRE;15;1309;01/01/2009;31/12/8899
1;1;PRE;15;1315;01/01/2009;31/12/8899
1;1;PRE;15;1320;01/01/2009;31/12/8899
1;1;PRE;15;1329;01/01/2009;31/12/8899
1;1;PRE;15;1333;01/01/2009;31/12/8899
1;1;PRE;15;1334;01/01/2009;31/12/8899
1;1;PRE;15;1376;01/01/2009;31/12/8899
1;1;PRE;15;1385;01/01/2009;31/12/8899
1;1;PRE;15;1388;01/01/2009;31/12/8899
1;1;PRE;15;1390;01/01/2009;31/12/8899
1;1;PRE;15;1393;01/01/2009;31/12/8899
1;1;PRE;15;1402;01/01/2009;31/12/8899
1;1;PRE;15;1404;01/01/2009;31/12/8899
1;1;PRE;15;1408;01/01/2009;31/12/8899
1;1;PRE;15;1409;01/01/2009;31/12/8899
1;1;PRE;15;1414;01/01/2009;31/12/8899
1;1;PRE;15;1418;01/01/2009;31/12/8899
1;1;PRE;15;1419;01/01/2009;31/12/8899
1;1;PRE;15;1422;01/01/2009;31/12/8899
1;1;PRE;15;1423;01/01/2009;31/12/8899
1;1;PRE;15;1429;01/01/2009;31/12/8899
1;1;PRE;15;1432;01/01/2009;31/12/8899
1;1;PRE;15;1433;01/01/2009;31/12/8899
1;1;PRE;15;1435;01/01/2009;31/12/8899
1;1;PRE;15;1436;01/01/2009;31/12/8899
1;1;PRE;15;1437;01/01/2009;31/12/8899
1;1;PRE;15;1444;01/01/2009;31/12/8899
1;1;PRE;15;1447;01/01/2009;31/12/8899
1;1;PRE;15;1455;01/01/2009;31/12/8899
1;1;PRE;15;1458;01/01/2009;31/12/8899
1;1;PRE;15;1464;01/01/2009;31/12/8899
1;1;PRE;15;1465;01/01/2009;31/12/8899
1;1;PRE;15;1470;01/01/2009;31/12/8899
1;1;PRE;15;1477;01/01/2009;31/12/8899
1;1;PRE;15;1479;01/01/2009;31/12/8899
1;1;PRE;15;1482;01/01/2009;31/12/8899
1;1;PRE;15;1483;01/01/2009;31/12/8899
1;1;PRE;15;1485;01/01/2009;31/12/8899
1;1;PRE;15;1521;01/01/2009;31/12/8899
1;1;PRE;15;1528;01/01/2009;31/12/8899
1;1;PRE;15;1535;01/01/2009;31/12/8899
1;1;PRE;15;1543;01/01/2009;31/12/8899
1;1;PRE;15;1545;01/01/2009;31/12/8899
1;1;PRE;15;1548;01/01/2009;31/12/8899
1;1;PRE;15;1564;01/01/2009;31/12/8899
1;1;PRE;15;1575;01/01/2009;31/12/8899
1;1;PRE;15;1587;01/01/2009;31/12/8899
1;1;PRE;15;1598;01/01/2009;31/12/8899
1;1;PRE;15;1602;01/01/2009;31/12/8899
1;1;PRE;15;1603;01/01/2009;31/12/8899
1;1;PRE;15;1613;01/01/2009;31/12/8899
1;1;PRE;15;1635;01/01/2009;31/12/8899
1;1;PRE;15;1645;01/01/2009;31/12/8899
1;1;PRE;15;1650;01/01/2009;31/12/8899
1;1;PRE;15;1676;01/01/2009;31/12/8899
1;1;PRE;15;1687;01/01/2009;31/12/8899
1;1;PRE;15;1689;01/01/2009;31/12/8899
1;1;PRE;15;1698;01/01/2009;31/12/8899
1;1;PRE;15;1708;01/01/2009;31/12/8899
1;1;PRE;15;1709;01/01/2009;31/12/8899
1;1;PRE;15;1712;01/01/2009;31/12/8899
1;1;PRE;15;1714;01/01/2009;31/12/8899
1;1;PRE;15;1716;01/01/2009;31/12/8899
1;1;PRE;15;1725;01/01/2009;31/12/8899
1;1;PRE;15;173;01/01/2009;31/12/8899
1;1;PRE;15;1744;01/01/2009;31/12/8899
1;1;PRE;15;1745;01/01/2009;31/12/8899
1;1;PRE;15;175;01/01/2009;31/12/8899
1;1;PRE;15;1754;01/01/2009;31/12/8899
1;1;PRE;15;1779;01/01/2009;31/12/8899
1;1;PRE;15;178;01/01/2009;31/12/8899
1;1;PRE;15;1784;01/01/2009;31/12/8899
1;1;PRE;15;1787;01/01/2009;31/12/8899
1;1;PRE;15;1801;01/01/2009;31/12/8899
1;1;PRE;15;1815;01/01/2009;31/12/8899
1;1;PRE;15;1818;01/01/2009;31/12/8899
1;1;PRE;15;1825;01/01/2009;31/12/8899
1;1;PRE;15;1826;01/01/2009;31/12/8899
1;1;PRE;15;1827;01/01/2009;31/12/8899
1;1;PRE;15;1830;01/01/2009;31/12/8899
1;1;PRE;15;1831;01/01/2009;31/12/8899
1;1;PRE;15;1834;01/01/2009;31/12/8899
1;1;PRE;15;1835;01/01/2009;31/12/8899
1;1;PRE;15;1836;01/01/2009;31/12/8899
1;1;PRE;15;1840;01/01/2009;31/12/8899
1;1;PRE;15;210;01/01/2009;31/12/8899
1;1;PRE;15;211;01/01/2009;31/12/8899
1;1;PRE;15;524;01/01/2009;31/12/8899
1;1;PRE;15;531;01/01/2009;31/12/8899
1;1;PRE;15;532;01/01/2009;31/12/8899
1;1;PRE;15;540;01/01/2009;31/12/8899
1;1;PRE;15;547;01/01/2009;31/12/8899
1;1;PRE;15;550;01/01/2009;31/12/8899
1;1;PRE;15;556;01/01/2009;31/12/8899
1;1;PRE;15;557;01/01/2009;31/12/8899
1;1;PRE;15;563;01/01/2009;31/12/8899
1;1;PRE;15;568;01/01/2009;31/12/8899
1;1;PRE;15;583;01/01/2009;31/12/8899
1;1;PRE;15;584;01/01/2009;31/12/8899
1;1;PRE;15;612;01/01/2009;31/12/8899
1;1;PRE;15;615;01/01/2009;31/12/8899
1;1;PRE;15;634;01/01/2009;31/12/8899
1;1;PRE;15;635;01/01/2009;31/12/8899
1;1;PRE;15;641;01/01/2009;31/12/8899
1;1;PRE;15;642;01/01/2009;31/12/8899
1;1;PRE;15;643;01/01/2009;31/12/8899
1;1;PRE;15;657;01/01/2009;31/12/8899
1;1;PRE;15;661;01/01/2009;31/12/8899
1;1;PRE;15;707;01/01/2009;31/12/8899
1;1;PRE;15;807;01/01/2009;31/12/8899
1;1;PRE;15;819;01/01/2009;31/12/8899
1;1;PRE;15;833;01/01/2009;31/12/8899
1;1;PRE;15;837;01/01/2009;31/12/8899
1;1;PRE;15;864;01/01/2009;31/12/8899
1;1;PRE;15;884;01/01/2009;31/12/8899
1;1;PRE;15;894;01/01/2009;31/12/8899
1;1;PRE;15;905;01/01/2009;31/12/8899
1;1;PRE;15;907;01/01/2009;31/12/8899
1;1;PRE;15;909;01/01/2009;31/12/8899
1;1;PRE;15;918;01/01/2009;31/12/8899
1;1;PRE;15;956;01/01/2009;31/12/8899
1;1;PRE;15;972;01/01/2009;31/12/8899
1;1;PRE;15;974;01/01/2009;31/12/8899
1;1;PRE;15;975;01/01/2009;31/12/8899
1;1;PRE;15;982;01/01/2009;31/12/8899
1;1;PRE;15;987;01/01/2009;31/12/8899
1;1;PRE;15;994;01/01/2009;31/12/8899
1;1;PRE;15;996;01/01/2009;31/12/8899
1;1;PRE;15;999;01/01/2009;31/12/8899
1;1;PRE;16;10;01/01/2009;31/12/8899
1;1;PRE;16;11;01/01/2009;31/12/8899
1;1;PRE;16;12;01/01/2009;31/12/8899
1;1;PRE;16;13;01/01/2009;31/12/8899
1;1;PRE;16;14;01/01/2009;31/12/8899
1;1;PRE;16;16;01/01/2009;31/12/8899
1;1;PRE;16;17;01/01/2009;31/12/8899
1;1;PRE;16;19;01/01/2009;31/12/8899
1;1;PRE;16;20;01/01/2009;31/12/8899
1;1;PRE;16;21;01/01/2009;31/12/8899
1;1;PRE;16;22;01/01/2009;31/12/8899
1;1;PRE;16;25;01/01/2009;31/12/8899
1;1;PRE;16;27;01/01/2009;31/12/8899
1;1;PRE;16;29;01/01/2009;31/12/8899
1;1;PRE;16;30;01/01/2009;31/12/8899
1;1;PRE;16;8;01/01/2009;31/12/8899
