Id,r00,r01,r02,r03,r04,r05,r06,r07,r08,r09,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26
6816,3,16297,"2015-09-22 00:00:00","2015-09-23 15:29:30","2015-09-22 00:00:00",41,90962,100.00000,1,B,1,0,"2015-09-22 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,55281,0,NULL,NULL,NULL,"Factura B/C B    0001-00016297 De  PAN PROMO"
6817,3,12988,"2015-09-22 00:00:00","2015-09-23 15:29:53","2015-09-22 00:00:00",45,90963,532.00000,1,B,1,0,"2015-09-22 00:00:00","PAN DE MIGA",6,33,00000000,0,1,0.00000,0.00000,55282,0,NULL,NULL,NULL,"Factura B/C B    0001-00012988 De  PAN DE MIGA"
6818,3,2050,"2015-09-22 00:00:00","2015-09-23 15:30:19","2015-09-22 00:00:00",279,90964,450.12000,1,A,1,0,"2015-09-22 00:00:00","VERNIERE LEANDRO",6,33,,0,1,0.00000,0.00000,55283,0,NULL,NULL,NULL,"Factura B/C A    0001-00002050 De  VERNIERE LEANDRO"
6819,3,5551,"2015-09-22 00:00:00","2015-09-23 15:34:45","2015-09-22 00:00:00",61,90971,64.00000,1,B,1,0,"2015-09-22 00:00:00",FARGO,6,26,00000000000,0,1,0.00000,0.00000,55290,0,NULL,NULL,NULL,"Factura B/C B    0001-00005551 De  FARGO"
6820,3,9064,"2015-09-22 00:00:00","2015-09-23 15:35:16","2015-09-22 00:00:00",335,90972,217.80000,1,A,1,0,"2015-09-22 00:00:00","LA CASA DEL CARNICERO",1,26,,0,1,0.00000,0.00000,55291,0,NULL,NULL,NULL,"Factura B/C A    0001-00009064 De  LA CASA DEL CARNICERO"
6821,3,16294,"2015-09-22 00:00:00","2015-09-23 15:41:52","2015-09-22 00:00:00",41,90974,60.00000,1,B,1,0,"2015-09-22 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,55293,0,NULL,NULL,NULL,"Factura B/C B    0001-00016294 De  PAN PROMO"
6822,3,12975,"2015-09-22 00:00:00","2015-09-23 15:42:43","2015-09-22 00:00:00",45,90975,372.68000,1,B,1,0,"2015-09-22 00:00:00","PAN DE MIGA",6,33,00000000,0,1,0.00000,0.00000,55294,0,NULL,NULL,NULL,"Factura B/C B    0001-00012975 De  PAN DE MIGA"
6823,3,645897,"2015-09-22 00:00:00","2015-09-23 15:43:11","2015-09-22 00:00:00",42,90977,55.00000,1,B,1,0,"2015-09-22 00:00:00","PAN REFRIGERIO",6,33,00000000,0,1,0.00000,0.00000,55296,0,NULL,NULL,NULL,"Factura B/C B    0001-00645897 De  PAN REFRIGERIO"
6824,3,92739,"2015-09-22 00:00:00","2015-09-23 15:44:45","2015-09-22 00:00:00",71,90982,87.00000,1,B,1,0,"2015-09-22 00:00:00",AGUA,6,26,00000000000,0,1,0.00000,0.00000,55301,0,NULL,NULL,NULL,"Factura B/C B    0001-00092739 De  AGUA"
6825,3,28932,"2015-09-22 00:00:00","2015-09-23 15:45:29","2015-09-22 00:00:00",49,90984,157.00000,1,A,1,0,"2015-09-22 00:00:00",LIBRERIA,1,26,00000000000,0,1,0.00000,0.00000,55303,0,NULL,NULL,NULL,"Factura B/C A    0001-00028932 De  LIBRERIA"
6826,3,757634,"2015-09-23 00:00:00","2015-09-23 16:10:54","2015-09-23 00:00:00",80,90993,986.01000,1,B,1,0,"2015-09-23 00:00:00",LUZ,6,26,00000000000,0,1,0.00000,0.00000,55312,0,NULL,NULL,NULL,"Factura B/C B    0001-00757634 De  LUZ"
6827,3,7198,"2015-09-24 00:00:00","2015-09-24 15:32:19","2015-09-24 00:00:00",282,91139,270.00000,1,A,1,0,"2015-09-24 00:00:00",JUBAHI,6,33,,0,1,0.00000,0.00000,55384,0,NULL,NULL,NULL,"Factura B/C A    0001-00007198 De  JUBAHI"
6828,3,154552,"2015-09-24 00:00:00","2015-09-24 15:34:16","2015-09-24 00:00:00",40,91140,20.00000,1,A,1,0,"2015-09-24 00:00:00","FERRETERIA MENENDEZ",5,26,00000000000,0,1,0.00000,0.00000,55385,0,NULL,NULL,NULL,"Factura B/C A    0001-00154552 De  FERRETERIA MENENDEZ"
6829,3,25659,"2015-09-23 00:00:00","2015-09-24 15:35:42","2015-09-23 00:00:00",49,91141,42.75000,1,A,1,0,"2015-09-23 00:00:00",LIBRERIA,1,26,00000000000,0,1,0.00000,0.00000,55386,0,NULL,NULL,NULL,"Factura B/C A    0001-00025659 De  LIBRERIA"
6830,3,18381,"2015-09-23 00:00:00","2015-09-24 15:36:08","2015-09-23 00:00:00",43,91142,140.00000,1,B,1,0,"2015-09-23 00:00:00",POTENZA,6,33,00000000,0,1,0.00000,0.00000,55387,0,NULL,NULL,NULL,"Factura B/C B    0001-00018381 De  POTENZA"
6831,3,16388,"2015-09-23 00:00:00","2015-09-24 15:36:32","2015-09-23 00:00:00",41,91143,100.00000,1,B,1,0,"2015-09-23 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,55388,0,NULL,NULL,NULL,"Factura B/C B    0001-00016388 De  PAN PROMO"
6832,3,141402,"2015-09-22 00:00:00","2015-09-24 15:37:11","2015-09-22 00:00:00",109,91144,291.61000,1,B,1,0,"2015-09-22 00:00:00",TRANSPORTES,6,26,,0,1,0.00000,0.00000,55389,0,NULL,NULL,NULL,"Factura B/C B    0001-00141402 De  TRANSPORTES"
6833,3,13019,"2015-09-23 00:00:00","2015-09-24 15:37:39","2015-09-23 00:00:00",45,91145,532.40000,1,B,1,0,"2015-09-23 00:00:00","PAN DE MIGA",6,33,00000000,0,1,0.00000,0.00000,55390,0,NULL,NULL,NULL,"Factura B/C B    0001-00013019 De  PAN DE MIGA"
6834,3,3068,"2015-09-23 00:00:00","2015-09-24 15:40:51","2015-09-23 00:00:00",360,91150,6077.00000,1,A,1,0,"2015-09-23 00:00:00","FRIGORIFICO TRITCHES",1,26,,0,1,0.00000,0.00000,55395,0,NULL,NULL,NULL,"Factura B/C A    0001-00003068 De  FRIGORIFICO TRITCHES"
6835,3,145233,"2015-09-23 00:00:00","2015-09-24 15:41:31","2015-09-23 00:00:00",82,91151,323.50000,1,B,1,0,"2015-09-23 00:00:00","SENASA DTe--->",6,33,00000000,0,1,0.00000,0.00000,55396,0,NULL,NULL,NULL,"Factura B/C B    0001-00145233 De  SENASA DTe--->"
6836,3,15212,"2015-09-23 00:00:00","2015-09-24 15:42:08","2015-09-23 00:00:00",82,91152,563.80000,1,B,1,0,"2015-09-23 00:00:00","SENASA DTe--->",6,33,00000000,0,1,0.00000,0.00000,55397,0,NULL,NULL,NULL,"Factura B/C B    0001-00015212 De  SENASA DTe--->"
6837,3,8982828,"2015-09-23 00:00:00","2015-09-24 15:43:11","2015-09-23 00:00:00",38,91153,550.00000,1,A,1,0,"2015-09-23 00:00:00",GOMERIA,1,26,00000000000,0,1,0.00000,0.00000,55398,0,NULL,NULL,NULL,"Factura B/C A    0001-08982828 De  GOMERIA"
6838,3,8982822,"2015-09-24 00:00:00","2015-09-24 15:44:13","2015-09-24 00:00:00",38,91154,350.00000,1,A,1,0,"2015-09-24 00:00:00",GOMERIA,1,26,00000000000,0,1,0.00000,0.00000,55399,0,NULL,NULL,NULL,"Factura B/C A    0001-08982822 De  GOMERIA"
6839,3,60836,"2015-09-23 00:00:00","2015-09-24 15:44:44","2015-09-23 00:00:00",48,91155,380.00000,1,A,1,0,"2015-09-23 00:00:00",COMBUSTIBLE,6,33,00000000,0,1,0.00000,0.00000,55400,0,NULL,NULL,NULL,"Factura B/C A    0001-00060836 De  COMBUSTIBLE"
6840,3,155451,"2015-09-23 00:00:00","2015-09-24 15:45:07","2015-09-23 00:00:00",84,91156,80.00000,1,B,1,0,"2015-09-23 00:00:00",ESTACIONAMIENTOS,6,33,00000000,0,1,0.00000,0.00000,55401,0,NULL,NULL,NULL,"Factura B/C B    0001-00155451 De  ESTACIONAMIENTOS"
6841,3,2080,"2015-09-24 00:00:00","2015-09-24 15:45:38","2015-09-24 00:00:00",101,91157,2002.00000,1,B,1,0,"2015-09-24 00:00:00",MANTENIMIENTO,2,26,00000000000,0,1,0.00000,0.00000,55402,0,NULL,NULL,NULL,"Factura B/C B    0001-00002080 De  MANTENIMIENTO"
6842,3,16389,"2015-09-23 00:00:00","2015-09-24 15:46:25","2015-09-23 00:00:00",41,91158,40.00000,1,B,1,0,"2015-09-23 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,55403,0,NULL,NULL,NULL,"Factura B/C B    0001-00016389 De  PAN PROMO"
6843,3,9824042,"2015-09-23 00:00:00","2015-09-24 15:48:07","2015-09-23 00:00:00",42,91163,55.00000,1,B,1,0,"2015-09-23 00:00:00","PAN REFRIGERIO",6,33,00000000,0,1,0.00000,0.00000,55408,0,NULL,NULL,NULL,"Factura B/C B    0001-09824042 De  PAN REFRIGERIO"
6844,3,13028,"2015-09-23 00:00:00","2015-09-24 15:48:33","2015-09-23 00:00:00",45,91164,159.72000,1,B,1,0,"2015-09-23 00:00:00","PAN DE MIGA",6,33,00000000,0,1,0.00000,0.00000,55409,0,NULL,NULL,NULL,"Factura B/C B    0001-00013028 De  PAN DE MIGA"
6845,3,175305,"2015-09-23 00:00:00","2015-09-24 15:50:54","2015-09-23 00:00:00",91,91168,75.00000,1,B,1,0,"2015-09-23 00:00:00","LIMPIEZAr --->",6,33,00000000,0,1,0.00000,0.00000,55413,0,NULL,NULL,NULL,"Factura B/C B    0001-00175305 De  LIMPIEZAr --->"
6846,3,154542,"2015-09-23 00:00:00","2015-09-24 15:52:07","2015-09-23 00:00:00",39,91171,105.00000,1,A,1,0,"2015-09-23 00:00:00","RICA PRODUCTOS",1,26,00000000000,0,1,0.00000,0.00000,55416,0,NULL,NULL,NULL,"Factura B/C A    0001-00154542 De  RICA PRODUCTOS"
6848,3,15451,"2015-09-23 00:00:00","2015-09-24 15:53:33","2015-09-23 00:00:00",49,91174,19.00000,1,A,1,0,"2015-09-23 00:00:00",LIBRERIA,1,26,00000000000,0,1,0.00000,0.00000,55418,0,NULL,NULL,NULL,"Factura B/C A    0001-00015451 De  LIBRERIA"
6849,3,2308,"2015-08-23 00:00:00","2015-09-24 17:40:40","2015-08-23 00:00:00",133,91181,59160.00000,2,A,1,0,"2015-08-23 00:00:00","spina ruben",1,26,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-00002308 De  spina ruben"
6850,6,5754693,"2015-09-24 00:00:00","2015-09-24 17:40:55","2015-09-24 00:00:00",133,91182,59160.00000,1,X,1," ","2015-09-24 00:00:00","spina ruben",1,26,0,0,1,59160.00000,NULL,55424,704,NULL,NULL,NULL,"RECIBO  05754693  spina ruben"
6851,6,5754694,"2015-09-24 00:00:00","2015-09-24 17:41:15","2015-09-24 00:00:00",230,91183,61957.35000,1,X,1," ","2015-09-24 00:00:00",ABERASTURI,1,26,0,0,1,61957.35000,NULL,55425,705,NULL,NULL,NULL,"RECIBO  05754694  ABERASTURI"
6852,3,229042,"2015-09-24 00:00:00","2015-09-25 15:26:49","2015-09-24 00:00:00",44,91417,57.50000,1,B,1,0,"2015-09-24 00:00:00",ALMACEN,6,33,00000000,0,1,0.00000,0.00000,55518,0,NULL,NULL,NULL,"Factura B/C B    0001-00229042 De  ALMACEN"
6853,3,16484,"2015-09-24 00:00:00","2015-09-25 15:27:24","2015-09-24 00:00:00",41,91419,100.00000,1,B,1,0,"2015-09-24 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,55520,0,NULL,NULL,NULL,"Factura B/C B    0001-00016484 De  PAN PROMO"
6854,3,564556,"2015-09-24 00:00:00","2015-09-25 15:28:32","2015-09-24 00:00:00",42,91422,55.00000,1,B,1,0,"2015-09-24 00:00:00","PAN REFRIGERIO",6,33,00000000,0,1,0.00000,0.00000,55523,0,NULL,NULL,NULL,"Factura B/C B    0001-00564556 De  PAN REFRIGERIO"
6855,3,85784968,"2015-09-24 00:00:00","2015-09-25 15:32:14","2015-09-24 00:00:00",69,91429,1100.00000,1,B,1,0,"2015-09-24 00:00:00",TABLAS,6,26,00000000000,0,1,0.00000,0.00000,55530,0,NULL,NULL,NULL,"Factura B/C B    0001-85784968 De  TABLAS"
6856,3,13057,"2015-09-24 00:00:00","2015-09-25 15:32:49","2015-09-24 00:00:00",45,91430,1331.00000,1,B,1,0,"2015-09-24 00:00:00","PAN DE MIGA",6,33,00000000,0,1,0.00000,0.00000,55531,0,NULL,NULL,NULL,"Factura B/C B    0001-00013057 De  PAN DE MIGA"
6857,3,162,"2015-09-25 00:00:00","2015-09-25 15:34:20","2015-09-25 00:00:00",44,91432,169.00000,1,B,1,0,"2015-09-25 00:00:00",ALMACEN,6,33,00000000,0,1,0.00000,0.00000,55533,0,NULL,NULL,NULL,"Factura B/C B    0001-00000162 De  ALMACEN"
6858,3,154522,"2015-09-24 00:00:00","2015-09-25 15:35:54","2015-09-24 00:00:00",52,91435,70.00000,1,B,1,0,"2015-09-24 00:00:00",VERDULERIA,6,26,00000000000,0,1,0.00000,0.00000,55536,0,NULL,NULL,NULL,"Factura B/C B    0001-00154522 De  VERDULERIA"
6859,3,16481,"2015-09-24 00:00:00","2015-09-25 15:42:11","2015-09-24 00:00:00",41,91453,150.00000,1,B,1,0,"2015-09-24 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,55552,0,NULL,NULL,NULL,"Factura B/C B    0001-00016481 De  PAN PROMO"
6860,3,1515111,"2015-09-24 00:00:00","2015-09-25 15:43:37","2015-09-24 00:00:00",70,91456,98.00000,1,B,1,0,"2015-09-24 00:00:00",FERRETERIA,6,26,00000000000,0,1,0.00000,0.00000,55555,0,NULL,NULL,NULL,"Factura B/C B    0001-01515111 De  FERRETERIA"
6861,3,1545212,"2015-09-24 00:00:00","2015-09-25 15:44:00","2015-09-24 00:00:00",41,91457,30.00000,1,B,1,0,"2015-09-24 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,55556,0,NULL,NULL,NULL,"Factura B/C B    0001-01545212 De  PAN PROMO"
6862,3,18437,"2015-09-24 00:00:00","2015-09-25 15:46:13","2015-09-24 00:00:00",43,91459,83.00000,1,B,1,0,"2015-09-24 00:00:00",POTENZA,6,33,00000000,0,1,0.00000,0.00000,55557,0,NULL,NULL,NULL,"Factura B/C B    0001-00018437 De  POTENZA"
6863,3,154202,"2015-09-24 00:00:00","2015-09-25 15:46:46","2015-09-24 00:00:00",278,91460,60.00000,1,A,10,0,"2015-09-24 00:00:00","LA NACION PANADERIA",6,26,,0,1,0.00000,0.00000,55558,0,NULL,NULL,NULL,"Factura B/C A    0010-00154202 De  LA NACION PANADERIA"
6864,3,1522,"2015-09-24 00:00:00","2015-09-25 15:48:34","2015-09-24 00:00:00",339,91462,640.01000,1,B,1,0,"2015-09-24 00:00:00","AFILADOS ALONSO",6,33,,0,1,0.00000,0.00000,55560,0,NULL,NULL,NULL,"Factura B/C B    0001-00001522 De  AFILADOS ALONSO"
6865,3,15222,"2015-09-25 00:00:00","2015-09-25 15:56:27","2015-09-25 00:00:00",53,91476,45.00000,1,B,1,0,"2015-09-25 00:00:00",FITOSANITARIO,6,26,00000000000,0,1,0.00000,0.00000,55574,0,NULL,NULL,NULL,"Factura B/C B    0001-00015222 De  FITOSANITARIO"
6866,3,12452,"2015-09-25 00:00:00","2015-09-25 15:57:00","2015-09-25 00:00:00",101,91477,405.00000,1,B,1,0,"2015-09-25 00:00:00",MANTENIMIENTO,2,26,00000000000,0,1,0.00000,0.00000,55575,0,NULL,NULL,NULL,"Factura B/C B    0001-00012452 De  MANTENIMIENTO"
6867,3,15422,"2015-09-25 00:00:00","2015-09-25 15:58:40","2015-09-25 00:00:00",50,91478,3880.00000,1,A,1,,"2015-09-25 00:00:00","TALLER DE ELECTRICIDAD JUAN FR",6,26,00000000000,0,1,0.00000,0.00000,55576,0,NULL,NULL,NULL,"Factura B/C A    0001-00015422 De  TALLER DE ELECTRICIDAD JUAN FR"
6868,3,197871,"2015-09-24 00:00:00","2015-09-25 15:59:44","2015-09-24 00:00:00",48,91479,1700.00000,1,A,1,0,"2015-09-24 00:00:00",COMBUSTIBLE,6,33,00000000,0,1,0.00000,0.00000,55577,0,NULL,NULL,NULL,"Factura B/C A    0001-00197871 De  COMBUSTIBLE"
6869,3,15212,"2015-09-24 00:00:00","2015-09-25 16:00:14","2015-09-24 00:00:00",38,91480,600.00000,1,A,1,0,"2015-09-24 00:00:00",GOMERIA,1,26,00000000000,0,1,0.00000,0.00000,55578,0,NULL,NULL,NULL,"Factura B/C A    0001-00015212 De  GOMERIA"
6870,3,16581,"2015-09-25 00:00:00","2015-09-26 11:37:03","2015-09-25 00:00:00",41,91566,60.00000,1,B,1,0,"2015-09-25 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,55621,0,NULL,NULL,NULL,"Factura B/C B    0001-00016581 De  PAN PROMO"
6871,3,121233,"2015-09-25 00:00:00","2015-09-26 11:38:45","2015-09-25 00:00:00",41,91571,150.00000,1,B,1,0,"2015-09-25 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,55626,0,NULL,NULL,NULL,"Factura B/C B    0001-00121233 De  PAN PROMO"
6872,3,30595,"2015-09-25 00:00:00","2015-09-26 12:05:04","2015-09-25 00:00:00",52,91577,90.00000,1,B,1,0,"2015-09-25 00:00:00",VERDULERIA,6,26,00000000000,0,1,0.00000,0.00000,55629,0,NULL,NULL,NULL,"Factura B/C B    0001-00030595 De  VERDULERIA"
6873,3,1512,"2015-09-25 00:00:00","2015-09-26 12:05:32","2015-09-25 00:00:00",41,91578,526.00000,1,B,1,0,"2015-09-25 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,55630,0,NULL,NULL,NULL,"Factura B/C B    0001-00001512 De  PAN PROMO"
6874,3,13091,"2015-09-25 00:00:00","2015-09-26 12:06:12","2015-09-25 00:00:00",45,91579,798.60000,1,B,1,0,"2015-09-25 00:00:00","PAN DE MIGA",6,33,00000000,0,1,0.00000,0.00000,55631,0,NULL,NULL,NULL,"Factura B/C B    0001-00013091 De  PAN DE MIGA"
6875,3,12122266,"2015-09-25 00:00:00","2015-09-26 12:57:05","2015-09-25 00:00:00",41,91620,30.00000,1,B,1,0,"2015-09-25 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,55663,0,NULL,NULL,NULL,"Factura B/C B    0001-12122266 De  PAN PROMO"
6876,3,1212233,"2015-09-25 00:00:00","2015-09-26 13:01:33","2015-09-25 00:00:00",41,91623,350.00000,1,B,1,0,"2015-09-25 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,55666,0,NULL,NULL,NULL,"Factura B/C B    0001-01212233 De  PAN PROMO"
6877,3,97,"2015-09-25 00:00:00","2015-09-26 13:05:11","2015-09-25 00:00:00",49,91624,38.00000,1,A,1,0,"2015-09-25 00:00:00",LIBRERIA,1,26,00000000000,0,1,0.00000,0.00000,55667,0,NULL,NULL,NULL,"Factura B/C A    0001-00000097 De  LIBRERIA"
6878,3,2229,"2015-09-25 00:00:00","2015-09-26 13:07:04","2015-09-25 00:00:00",44,91627,125.00000,1,B,1,0,"2015-09-25 00:00:00",ALMACEN,6,33,00000000,0,1,0.00000,0.00000,55670,0,NULL,NULL,NULL,"Factura B/C B    0001-00002229 De  ALMACEN"
6879,3,16579,"2015-09-25 00:00:00","2015-09-26 13:07:35","2015-09-25 00:00:00",41,91629,150.00000,1,B,1,0,"2015-09-25 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,55672,0,NULL,NULL,NULL,"Factura B/C B    0001-00016579 De  PAN PROMO"
6880,3,9824043,"2015-09-25 00:00:00","2015-09-26 13:08:16","2015-09-25 00:00:00",42,91631,55.00000,1,B,1,0,"2015-09-25 00:00:00","PAN REFRIGERIO",6,33,00000000,0,1,0.00000,0.00000,55674,0,NULL,NULL,NULL,"Factura B/C B    0001-09824043 De  PAN REFRIGERIO"
6881,3,122522,"2015-09-26 00:00:00","2015-09-26 13:12:27","2015-09-26 00:00:00",44,91643,97.00000,1,B,1,0,"2015-09-26 00:00:00",ALMACEN,6,33,00000000,0,1,0.00000,0.00000,55686,0,NULL,NULL,NULL,"Factura B/C B    0001-00122522 De  ALMACEN"
6882,3,3923,"2015-09-21 00:00:00","2015-09-26 13:32:28","2015-09-21 00:00:00",291,91672,14128.20000,2,A,1,0,"2015-09-21 00:00:00","MATEOS MONICA",1,26,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-00003923 De  MATEOS MONICA"
6883,3,22786,"2015-09-22 00:00:00","2015-09-28 11:22:54","2015-09-22 00:00:00",324,91725,2170.37000,2,A,1,,"2015-09-22 00:00:00",MACROBEEF,1,26,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-00022786 De  MACROBEEF"
6884,3,22814,"2015-09-24 00:00:00","2015-09-28 11:22:09","2015-09-24 00:00:00",324,91726,1034.80000,2,A,1,0,"2015-09-24 00:00:00",MACROBEEF,1,26,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-00022814 De  MACROBEEF"
6885,3,7490818,"2015-09-24 00:00:00","2015-09-28 11:25:28","2015-09-24 00:00:00",1,91727,3762.78000,2,B,1,0,"2015-09-24 00:00:00","DISTRIBUIDORA EFG",6,33,00000000,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C B    0001-07490818 De  DISTRIBUIDORA EFG"
6886,6,5754747,"2015-09-28 00:00:00","2015-09-28 14:55:32","2015-09-28 00:00:00",268,91754,8255.70000,1,X,1," ","2015-09-28 00:00:00","OSMAN SALOMON",1,26,0,0,1,8255.70000,NULL,55764,706,NULL,NULL,NULL,"RECIBO  05754747  OSMAN SALOMON"
6887,3,152265,"2015-09-28 00:00:00","2015-09-28 15:02:28","2015-09-28 00:00:00",48,91759,3000.00000,1,A,1,0,"2015-09-28 00:00:00",COMBUSTIBLE,6,33,00000000,0,1,0.00000,0.00000,55769,0,NULL,NULL,NULL,"Factura B/C A    0001-00152265 De  COMBUSTIBLE"
6888,3,11225,"2015-09-26 00:00:00","2015-09-28 15:06:33","2015-09-26 00:00:00",61,91762,152.00000,1,B,1,0,"2015-09-26 00:00:00",FARGO,6,26,00000000000,0,1,0.00000,0.00000,55772,0,NULL,NULL,NULL,"Factura B/C B    0001-00011225 De  FARGO"
6889,3,16691,"2015-09-26 00:00:00","2015-09-28 15:07:07","2015-09-26 00:00:00",41,91763,345.00000,1,B,1,0,"2015-09-26 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,55773,0,NULL,NULL,NULL,"Factura B/C B    0001-00016691 De  PAN PROMO"
6890,3,16694,"2015-09-26 00:00:00","2015-09-28 15:09:55","2015-09-26 00:00:00",41,91766,50.00000,1,B,1,0,"2015-09-26 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,55776,0,NULL,NULL,NULL,"Factura B/C B    0001-00016694 De  PAN PROMO"
6891,3,16695,"2015-09-26 00:00:00","2015-09-28 15:17:32","2015-09-26 00:00:00",41,91770,60.00000,1,B,1,0,"2015-09-26 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,55780,0,NULL,NULL,NULL,"Factura B/C B    0001-00016695 De  PAN PROMO"
6892,3,1252,"2015-09-26 00:00:00","2015-09-28 15:20:53","2015-09-26 00:00:00",41,91780,1070.00000,1,B,1,0,"2015-09-26 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,55790,0,NULL,NULL,NULL,"Factura B/C B    0001-00001252 De  PAN PROMO"
6893,3,131400,"2015-09-26 00:00:00","2015-09-28 15:21:42","2015-09-26 00:00:00",45,91782,1437.48000,1,B,1,0,"2015-09-26 00:00:00","PAN DE MIGA",6,33,00000000,0,1,0.00000,0.00000,55792,0,NULL,NULL,NULL,"Factura B/C B    0001-00131400 De  PAN DE MIGA"
6894,3,21225,"2015-09-26 00:00:00","2015-09-28 15:27:30","2015-09-26 00:00:00",42,91790,55.00000,1,B,1,0,"2015-09-26 00:00:00","PAN REFRIGERIO",6,33,00000000,0,1,0.00000,0.00000,55800,0,NULL,NULL,NULL,"Factura B/C B    0001-00021225 De  PAN REFRIGERIO"
6895,3,12245,"2015-09-28 00:00:00","2015-09-28 15:31:06","2015-09-28 00:00:00",273,91796,500.00000,1,A,1,0,"2015-09-28 00:00:00",CADETE,1,26,,0,1,0.00000,0.00000,55806,0,NULL,NULL,NULL,"Factura B/C A    0001-00012245 De  CADETE"
6896,3,31751,"2015-09-26 00:00:00","2015-09-28 15:31:55","2015-09-26 00:00:00",111,91797,80.00000,1,B,1,0,"2015-09-26 00:00:00",GARRAFAS,7,26,,0,1,0.00000,0.00000,55807,0,NULL,NULL,NULL,"Factura B/C B    0001-00031751 De  GARRAFAS"
6897,3,1530,"2015-09-26 00:00:00","2015-09-30 12:32:26","2015-09-26 00:00:00",310,91889,5792.00000,2,A,1,,"2015-09-26 00:00:00","REPARTO DE CARNE LEANDRO",6,33,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-00001530 De  REPARTO DE CARNE LEANDRO"
6898,3,1523,"2015-09-26 00:00:00","2015-09-30 12:33:39","2015-09-26 00:00:00",310,91890,6373.12000,2,A,1,,"2015-09-26 00:00:00","REPARTO DE CARNE LEANDRO",6,33,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-00001523 De  REPARTO DE CARNE LEANDRO"
6899,3,1528,"2015-09-26 00:00:00","2015-09-30 12:35:04","2015-09-26 00:00:00",310,91891,3699.20000,2,A,1,,"2015-09-26 00:00:00","REPARTO DE CARNE LEANDRO",6,33,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-00001528 De  REPARTO DE CARNE LEANDRO"
6900,6,5754786,"2015-09-29 00:00:00","2015-09-29 10:43:39","2015-09-29 00:00:00",99,91918,8000.00000,1,X,1," ","2015-09-29 00:00:00","DHERS OSCAR",1,26,0,0,1,8000.00000,NULL,55831,707,NULL,NULL,NULL,"RECIBO  05754786  DHERS OSCAR"
6901,6,5754787,"2015-09-29 00:00:00","2015-09-29 12:59:45","2015-09-29 00:00:00",310,91937,15864.32000,1,X,1," ","2015-09-29 00:00:00","REPARTO DE CARNE LEANDRO 
 Tel:154712113",6,33,0,0,1,15864.32000,NULL,55847,708,NULL,NULL,NULL,"RECIBO  05754787  REPARTO DE CARNE LEANDRO"
6902,3,39258,"2015-09-29 00:00:00","2015-09-29 14:56:59","2015-09-29 00:00:00",91,91951,56.00000,1,B,1,0,"2015-09-29 00:00:00","LIMPIEZAr --->",6,33,00000000,0,1,0.00000,0.00000,55858,0,NULL,NULL,NULL,"Factura B/C B    0001-00039258 De  LIMPIEZAr --->"
6903,3,1187,"2015-09-29 00:00:00","2015-09-29 14:58:38","2015-09-29 00:00:00",40,91952,11.20000,1,A,1,0,"2015-09-29 00:00:00","FERRETERIA MENENDEZ",5,26,00000000000,0,1,0.00000,0.00000,55859,0,NULL,NULL,NULL,"Factura B/C A    0001-00001187 De  FERRETERIA MENENDEZ"
6904,3,1343,"2015-09-29 00:00:00","2015-09-29 15:01:38","2015-09-29 00:00:00",114,91954,8500.00000,2,A,1,0,"2015-09-29 00:00:00","DIVAL REFRIGERACION",6,33,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-00001343 De  DIVAL REFRIGERACION"
