Fecha / Hora Mov.;Concepto;Importe;Comentarios;Saldo Parcial
25/01/2023;GRAVAMEN LEY 25413 S/DEB;-130.20;;37434078.78
25/01/2023;GRAVAMEN LEY 25413 S/DEB;-4.74;;37434074.04
25/01/2023;GRAVAMEN LEY 25413 S/DEB;-4.44;;37434069.60
25/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.13;;37434067.47
25/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.77;;37434064.70
25/01/2023;GRAVAMEN LEY 25413 S/DEB;-145.31;;37433919.39
25/01/2023;GRAVAMEN LEY 25413 S/DEB;-4.20;;37433915.19
25/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.50;;37433914.69
25/01/2023;GRAVAMEN LEY 25413 S/DEB;-4.40;;37433910.29
25/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.71;;37433908.58
25/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.78;;37433907.80
25/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.21;;37433905.59
25/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.09;;37433904.50
25/01/2023;TRANSF. VAR 20230397962 COLQUE, LUIS ALBERTO;31831.23;;37272069.65
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.48;;41836999.78
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.91;;41836996.87
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.91;;41836993.96
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-16.91;;41836977.05
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-9.97;;41836967.08
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.34;;41837076.61
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.12;;41837074.49
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.87;;41837072.62
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.73;;41837070.89
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-3.96;;41837066.93
24/01/2023;TRANSF. VAR 27299207949 D OLIVO, LORENA PAOLA;8820.76;;40052132.74
24/01/2023;TRANSF. VAR 20323853607;4313.00;;39967986.97
24/01/2023;TRANSF. VAR 27335374849;46796.44;;40014783.41
24/01/2023;TRANSF. VAR 20356009062 CABEZAS JORGE LUIS;25807.26;;40040590.67
24/01/2023;TRANSF. VAR 27228661827;10214.00;;40050804.67
24/01/2023;TRANSF. 30715403524 MERCADOS PATAGONICOS S.R.L;33435.12;;40084239.79
24/01/2023;TRANSF. VAR 20279147724;9572.00;;40093811.79
24/01/2023;TRANSF. FAC 27941558602 MOYA JAQUELIN CAROLA;66821.00;;40160632.79
24/01/2023;TRANSF. 30714752223 HUARACHI Y VASQUEZ S.H;77646.33;;40129779.07
24/01/2023;TRANSF. FAC 23180845879 AUGUSTO, DANIEL HUGO;300000.00;;40429779.07
24/01/2023;TRANSF. FAC 23180845879 AUGUSTO  DANIEL H;300000.00;;40729779.07
24/01/2023;TRANSF. FAC 30708754877 PROSUR SA;8783.45;;40738562.52
24/01/2023;TRANSF. VAR 20265791221;17300.00;;40755862.52
24/01/2023;TRANSF. VAR 20940074887;36544.00;;40197176.79
24/01/2023;TRANSF. FAC 20263505140 AIZA OSCAR HUGO;34861.00;;41096563.26
24/01/2023;TRANSF. VAR 20340513720;37664.00;;41134227.26
24/01/2023;TRANSF. VAR 20149248839;5830.00;;41140057.26
24/01/2023;TRANSF. VAR 27949215194;16164.00;;41156221.26
24/01/2023;TRANSF. FAC 27315918664 LEPORI, CINTIA ANAHI;12023.00;;41168244.26
24/01/2023;CR. TR. FACTURAS-FAC     -SUC 0001;174973.93;;41343218.19
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-177.42;;41845497.07
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-200.61;;41874033.02
24/01/2023;REG.REC.SIRCREB;-468.09;;41873564.93
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-57.43;;41873507.50
24/01/2023;REG.REC.SIRCREB;-134.01;;41873373.49
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-400.93;;41872972.56
24/01/2023;REG.REC.SIRCREB;-935.49;;41872037.07
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-219.26;;41871817.81
24/01/2023;REG.REC.SIRCREB;-511.62;;41871306.19
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-68.04;;41871238.15
24/01/2023;REG.REC.SIRCREB;-158.76;;41871079.39
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-80.07;;41870999.32
24/01/2023;REG.REC.SIRCREB;-186.82;;41870812.50
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-264.30;;41870548.20
24/01/2023;REG.REC.SIRCREB;-616.70;;41869931.50
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-60.47;;41869871.03
24/01/2023;REG.REC.SIRCREB;-141.09;;41869729.94
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-517.56;;41869212.38
24/01/2023;REG.REC.SIRCREB;-1207.64;;41868004.74
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-126.63;;41867878.11
24/01/2023;REG.REC.SIRCREB;-295.47;;41867582.64
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-745.24;;41866837.40
24/01/2023;REG.REC.SIRCREB;-1738.88;;41865098.52
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-151.82;;41864946.70
24/01/2023;REG.REC.SIRCREB;-354.25;;41864592.45
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-270.00;;41864322.45
24/01/2023;REG.REC.SIRCREB;-630.00;;41863692.45
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-96.00;;41863596.45
24/01/2023;REG.REC.SIRCREB;-224.00;;41863372.45
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-151.17;;41863221.28
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-712.05;;41838957.18
24/01/2023;REG.REC.SIRCREB;-1661.44;;41837295.74
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.74;;41837295.00
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-6.52;;41837288.48
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-25.20;;41837263.28
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-25.20;;41837238.08
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.45;;41837236.63
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.50;;41837234.13
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-14.30;;41837219.83
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-89.48;;41837130.35
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.27;;41837130.08
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.54;;41837129.54
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.36;;41837129.18
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-3.93;;41837125.25
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.17;;41837123.08
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.86;;41837122.22
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.81;;41837119.41
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.80;;41837118.61
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-5.61;;41837113.00
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-3.07;;41837109.93
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.95;;41837108.98
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.12;;41837107.86
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-3.70;;41837104.16
24/01/2023;REG.REC.SIRCREB;-655.15;;41874954.05
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-154.84;;41874799.21
24/01/2023;REG.REC.SIRCREB;-361.30;;41874437.91
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-61.28;;41874376.63
24/01/2023;REG.REC.SIRCREB;-143.00;;41874233.63
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.85;;41837103.31
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-7.25;;41837096.06
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.77;;41837094.29
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-268.47;;41859348.60
24/01/2023;REG.REC.SIRCREB;-626.43;;41858722.17
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-39.48;;41858682.69
24/01/2023;REG.REC.SIRCREB;-92.13;;41858590.56
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-10.43;;41837083.86
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.13;;41837081.73
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-126.42;;41858464.14
24/01/2023;REG.REC.SIRCREB;-294.98;;41858169.16
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-18.23;;41858150.93
24/01/2023;REG.REC.SIRCREB;-42.53;;41858108.40
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-314.13;;41857794.27
24/01/2023;REG.REC.SIRCREB;-732.97;;41857061.30
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-120.72;;41856940.58
24/01/2023;REG.REC.SIRCREB;-281.69;;41856658.89
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-104.79;;41856554.10
24/01/2023;REG.REC.SIRCREB;-244.52;;41856309.58
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-120.00;;41856189.58
24/01/2023;REG.REC.SIRCREB;-280.00;;41855909.58
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-183.11;;41855726.47
24/01/2023;REG.REC.SIRCREB;-427.25;;41855299.22
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.56;;41837042.69
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.87;;41837039.82
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-3.16;;41837036.66
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.49;;41837036.17
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.36;;41837034.81
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.01;;41837033.80
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-14.70;;41837019.10
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-3.55;;41837015.55
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.07;;41837014.48
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.90;;41837013.58
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.31;;41837013.27
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.56;;41837010.71
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-8.45;;41837002.26
24/01/2023;TRANSF. VAR 27146673037;3038.00;;40887136.27
24/01/2023;TRANSF. VAR 30717885224;52355.00;;40939491.27
24/01/2023;TRANSF. FAC 27930478836 AVALOS  PRIMA;20120.56;;40959611.83
24/01/2023;TRANSF. VAR 27333765395;17465.43;;40977077.26
24/01/2023;TRANSF. VAR 23315441269;20000.00;;40997077.26
24/01/2023;TRANSF. VAR 20180845977;30518.00;;41027595.26
24/01/2023;TRANSF. FAC 27326947240 FARIAS  CRISTINA S;34107.00;;41061702.26
24/01/2023;REG.REC.SIRCREB;-352.73;;41862868.55
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-133.52;;41862735.03
24/01/2023;REG.REC.SIRCREB;-311.56;;41862423.47
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-123.26;;41862300.21
24/01/2023;REG.REC.SIRCREB;-287.61;;41862012.60
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-282.76;;41861729.84
24/01/2023;REG.REC.SIRCREB;-659.78;;41861070.06
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-99.46;;41860970.60
24/01/2023;REG.REC.SIRCREB;-232.08;;41860738.52
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-265.09;;41860473.43
24/01/2023;REG.REC.SIRCREB;-618.53;;41859854.90
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-71.35;;41859783.55
24/01/2023;REG.REC.SIRCREB;-166.48;;41859617.07
24/01/2023;REG.REC.SIRCREB;-413.98;;41845083.09
24/01/2023;TRANSF. FAC 20213841875;42277.76;;41385495.95
24/01/2023;TRANSF. VAR 27947503826;12706.00;;41398201.95
24/01/2023;TRANSF. VAR 20235664608;10703.75;;41408905.70
24/01/2023;TRANSF. VAR 27340494224;3680.00;;41412585.70
24/01/2023;TRANSF. VAR 20941488693 MAMANI V  SERGIO;30463.26;;41443048.96
24/01/2023;TRANSF. VAR 27228661169 VAZQUEZ, ROSSANA CARIN;100643.32;;41543692.28
24/01/2023;TRANSF. FAC 27942361241 APARICIO HUANCA BERTHA;29570.00;;41573262.28
24/01/2023;CR DEBIN SPOT            -LINK;34680.00;;41607942.28
24/01/2023;TRANSF. VAR 23954035719;34680.00;;41642622.28
24/01/2023;TRANSF. VAR 27216609099;201333.00;;41843955.28
24/01/2023;TRANSF. FAC 23341076714 COLIMEDAGLIA, AGOSTINA;118674.58;;41962629.86
24/01/2023;AJUSTE RED LINK;-34680.00;;41927949.86
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-52.92;;41927896.94
24/01/2023;REG.REC.SIRCREB;-123.49;;41927773.45
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-465.88;;41927307.57
24/01/2023;REG.REC.SIRCREB;-1087.05;;41926220.52
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-1800.00;;41924420.52
24/01/2023;REG.REC.SIRCREB;-4200.00;;41920220.52
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-1800.00;;41918420.52
24/01/2023;REG.REC.SIRCREB;-4200.00;;41914220.52
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-103.80;;41914116.72
24/01/2023;REG.REC.SIRCREB;-242.20;;41913874.52
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-178.84;;41913695.68
24/01/2023;REG.REC.SIRCREB;-417.30;;41913278.38
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-1021.11;;41912257.27
24/01/2023;REG.REC.SIRCREB;-2382.59;;41909874.68
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-6391.20;;41903483.48
24/01/2023;REG.REC.SIRCREB;-14912.80;;41888570.68
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-11666.26;;41876904.42
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-735.75;;41876168.67
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-19.21;;41876149.46
24/01/2023;REG.REC.SIRCREB;-44.82;;41876104.64
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-38.52;;41876066.12
24/01/2023;REG.REC.SIRCREB;-89.88;;41875976.24
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-25.88;;41875950.36
24/01/2023;REG.REC.SIRCREB;-60.38;;41875889.98
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-208.08;;41844875.01
24/01/2023;REG.REC.SIRCREB;-485.52;;41844389.49
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-208.08;;41844181.41
24/01/2023;REG.REC.SIRCREB;-485.52;;41843695.89
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-1208.00;;41842487.89
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-280.78;;41875609.20
24/01/2023;REG.REC.SIRCREB;-2818.66;;41839669.23
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-204.64;;41855094.58
24/01/2023;REG.REC.SIRCREB;-477.50;;41854617.08
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-225.98;;41854391.10
24/01/2023;REG.REC.SIRCREB;-527.30;;41853863.80
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-34.98;;41853828.82
24/01/2023;REG.REC.SIRCREB;-81.62;;41853747.20
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-96.98;;41853650.22
24/01/2023;REG.REC.SIRCREB;-226.30;;41853423.92
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-72.14;;41853351.78
24/01/2023;REG.REC.SIRCREB;-168.32;;41853183.46
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-1049.84;;41852133.62
24/01/2023;REG.REC.SIRCREB;-2449.64;;41849683.98
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-253.67;;41849430.31
24/01/2023;REG.REC.SIRCREB;-591.89;;41848838.42
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-76.24;;41848762.18
24/01/2023;REG.REC.SIRCREB;-177.88;;41848584.30
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-64.22;;41848520.08
24/01/2023;REG.REC.SIRCREB;-149.85;;41848370.23
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-22.08;;41848348.15
24/01/2023;REG.REC.SIRCREB;-51.52;;41848296.63
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-182.78;;41848113.85
24/01/2023;REG.REC.SIRCREB;-426.49;;41847687.36
24/01/2023;GRAVAMEN LEY 25413 S/CRED;-603.86;;41847083.50
24/01/2023;REG.REC.SIRCREB;-1409.01;;41845674.49
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-3.78;;41837077.95
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.39;;41837065.54
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-3.71;;41837061.83
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.00;;41837060.83
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-3.76;;41837057.07
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.55;;41837056.52
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.77;;41837054.75
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.26;;41837054.49
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-4.40;;41837050.09
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.69;;41837048.40
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.47;;41837046.93
24/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.68;;41837045.25
24/01/2023;TRANSF. VAR 20364454857;11340.00;;40208516.79
24/01/2023;TRANSF. VAR 23169263639;13344.60;;40221861.39
24/01/2023;TRANSF. VAR 20174987182;44050.00;;40265911.39
24/01/2023;TRANSF. VAR 27161226950;10078.00;;40275989.39
24/01/2023;TRANSF. VAR 27252249953;86260.00;;40362249.39
24/01/2023;TRANSF. VAR 23943370184;21105.16;;40383354.55
24/01/2023;TRANSF. VAR 23175365869;124205.97;;40507560.52
24/01/2023;TRANSF. VAR 27941089467 APARICIO HUANCA SANDRA;25303.60;;40532864.12
24/01/2023;TRANSF. VAR 27941054574;45000.00;;40577864.12
24/01/2023;TRANSF. VAR 20149248839;16000.00;;40593864.12
24/01/2023;TRANSF. FAC 23243612349 OCHOA ADOLFO RAUL;30069.00;;40623933.12
24/01/2023;TRANSF. VAR 27396468293;25195.00;;40649128.12
24/01/2023;TRANSF. VAR 20243926905;22254.00;;40671382.12
24/01/2023;TRANSF. VAR 27284146269 CHOROLQUE  ANDREA C;20543.86;;40691925.98
24/01/2023;TRANSF. VAR 20340513720;47127.00;;40739052.98
24/01/2023;TRANSF. VAR 23345804129 AZAROFF, LEANDRO DAMIA;29806.83;;40785669.35
24/01/2023;TRANSF. FAC 27335783595 HUARACHI JUANA GRACIEL;170185.05;;40955854.40
24/01/2023;DEP.EFVO.INTERS.         -SUC 3100;1065200.00;;42021054.40
24/01/2023;TRANSF. FAC 30648060846;-1944376.20;;40076678.20
24/01/2023;TRANSF. FAC 30672897277;-122625.71;;39954052.49
24/01/2023;TRANSF. VAR 20055166324;3201.48;;39957253.97
24/01/2023;TRANSF. VAR 27333687572 GOMEZ, CARLA ESTEFANIA;6420.00;;39963673.97
24/01/2023;TRANSF. VAR 27272554043;16577.00;;40755629.98
24/01/2023;TRANSF. FAC 20940661499 MARQUEZ CARDOZO ALDO S;44181.00;;40799810.98
24/01/2023;TRANSF. VAR 27411785543;11891.67;;40811702.65
24/01/2023;TRANSF. VAR 27237891800;44745.00;;40856447.65
24/01/2023;TRANSF. VAR 27299200073;6580.62;;40863028.27
24/01/2023;TRANSF. VAR 27393552927;21070.00;;40884098.27
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-225.10;;40072951.74
23/01/2023;REG.REC.SIRCREB;-525.24;;40072426.50
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-68.40;;40072358.10
23/01/2023;REG.REC.SIRCREB;-159.60;;40072198.50
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-174.53;;40072023.97
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.56;;40043483.18
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.08;;40043482.10
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.73;;40043481.37
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-5.26;;40043476.11
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.27;;40043475.84
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.00;;40043473.84
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-3.99;;40043469.85
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-3.59;;40043466.26
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.31;;40043464.95
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-4.04;;40043460.91
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-4.00;;40043456.91
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.94;;40043453.97
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.08;;40043452.89
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-17.88;;40043435.01
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-3.15;;40043431.86
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.96;;40043430.90
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.44;;40043428.46
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.28;;40043427.18
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.97;;40043424.21
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.18;;40043423.03
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-95.25;;40043327.78
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-11.48;;40043316.30
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-4.32;;40043311.98
23/01/2023;REG.REC.SIRCREB;-122.25;;40084211.97
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-375.49;;40083836.48
23/01/2023;REG.REC.SIRCREB;-876.14;;40082960.34
23/01/2023;TRANSF. VAR 27958130770 LUSINDA APARICIO HUANC;35313.00;;38844243.87
23/01/2023;CR DEBIN SPOT            -LINK;14034.00;;38858277.87
23/01/2023;TRANSF.INT.DIST.TITULAR  -LINK;1133948.00;;39992225.87
23/01/2023;TRANSF.INT.DIST.TITULAR  -BANE;136629.72;;40128855.59
23/01/2023;DEP. CH. 24 HS. BNA;51439.43;;40180295.02
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-77.32;;40180217.70
23/01/2023;REG.REC.SIRCREB;-180.40;;40180037.30
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-470.20;;40179567.10
23/01/2023;REG.REC.SIRCREB;-1097.14;;40178469.96
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-149.04;;40178320.92
23/01/2023;REG.REC.SIRCREB;-347.76;;40177973.16
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-151.40;;40177821.76
23/01/2023;REG.REC.SIRCREB;-353.26;;40177468.50
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-635.34;;40176833.16
23/01/2023;REG.REC.SIRCREB;-1482.46;;40175350.70
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-48.00;;40175302.70
23/01/2023;REG.REC.SIRCREB;-112.00;;40175190.70
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-407.82;;40174782.88
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-19.58;;40082940.76
23/01/2023;REG.REC.SIRCREB;-45.70;;40082895.06
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-143.04;;40082752.02
23/01/2023;REG.REC.SIRCREB;-333.76;;40082418.26
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-284.86;;40082133.40
23/01/2023;REG.REC.SIRCREB;-664.66;;40081468.74
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-256.36;;40081212.38
23/01/2023;REG.REC.SIRCREB;-598.18;;40080614.20
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-93.24;;40080520.96
23/01/2023;REG.REC.SIRCREB;-217.57;;40080303.39
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-288.29;;40080015.10
23/01/2023;REG.REC.SIRCREB;-672.69;;40079342.41
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-285.75;;40079056.66
23/01/2023;REG.REC.SIRCREB;-666.76;;40078389.90
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-209.70;;40078180.20
23/01/2023;REG.REC.SIRCREB;-489.30;;40077690.90
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-77.28;;40077613.62
23/01/2023;REG.REC.SIRCREB;-180.32;;40077433.30
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-1276.94;;40076156.36
23/01/2023;REG.REC.SIRCREB;-2979.52;;40073176.84
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-8.77;;40043784.17
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-4.54;;40043779.63
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-3.34;;40043776.29
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.65;;40043775.64
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.30;;40043774.34
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-4.39;;40043769.95
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.32;;40043769.63
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.78;;40043767.85
23/01/2023;GRAVAMEN LEY 25413 S/DEB;-6.36;;40043761.49
23/01/2023;REG.REC.SIRCREB;-477.67;;40086622.04
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-55.27;;40086566.77
23/01/2023;REG.REC.SIRCREB;-128.95;;40086437.82
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-38.66;;40086399.16
23/01/2023;TRANSF. VAR 20243257442;37517.00;;38753215.03
23/01/2023;TRANSF. VAR 27290555790 RAUSCH, INGRID ELIANA;11400.00;;38764615.03
23/01/2023;TRANSF. FAC 27326947240 FARIAS  CRISTINA S;29089.09;;38793704.12
23/01/2023;TRANSF. VAR 23943370184;15226.75;;38808930.87
23/01/2023;REG.REC.SIRCREB;-951.57;;40173831.31
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-32.89;;40173798.42
23/01/2023;REG.REC.SIRCREB;-76.75;;40173721.67
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-110.69;;40173610.98
23/01/2023;REG.REC.SIRCREB;-258.27;;40173352.71
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-30.91;;40173321.80
23/01/2023;REG.REC.SIRCREB;-72.11;;40173249.69
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-61.85;;40173187.84
23/01/2023;REG.REC.SIRCREB;-144.31;;40173043.53
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-90.00;;40172953.53
23/01/2023;REG.REC.SIRCREB;-210.00;;40172743.53
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-153.19;;40172590.34
23/01/2023;REG.REC.SIRCREB;-357.44;;40172232.90
23/01/2023;GRAVAMEN LEY 25413 S/CRED;-77.74;;40172155.16
