;444;ARCUCCI OSCAR A.;HUMBERTO;1;;;1;Bahia Blanca;Buenos Aires;0923-8205;1;Resp. Inscripto;20BHH0847282;20084728250;A;2;0;Sin Especificar;;;0;;2;;
;445;MADERERA RUTA 35 S.A.;RUTA;35;KM;;1;Bahia Blanca;Buenos Aires;4540159;1;Resp. Inscripto;30BHH68121385;30681213852;A;1;0;Sin Especificar;;;0;0;2;;
;446;SANCHEZ ABDON OMAR;.;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20054912316;A;1;0;Sin Especificar;;;0;;2;;
;447;GIROTTI JOSE L.;.;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;EXENTO;20054562188;A;1;0;Sin Especificar;;;0;;2;;
;448;GESI S.A. EXPLOTACION AGROPECUARIA;L.M.DRAGO;26;(P.;;1;Bahia Blanca;Buenos Aires;4510439;1;Resp. Inscripto;007-A-00886 8;30512620007;A;0;0;Sin Especificar;;;0;0;2;;
;449;HERNANDEZ GASTON JOSE;NICOLAS PEREZ;880;;;1;Bahia Blanca;Buenos Aires;;5;Resp. Monotributo;.;20166814546;B;42;4;LIQ HACIENDA B 10.5%;;;0;0;2;0;
;450;OSVALDO WALTER GELARDI;RODRIGUEZ;178;;;1;Bahia Blanca;Buenos Aires;4531564;1;Resp. Inscripto;007-34871;20054584564;A;2;0;Sin Especificar;;;0;0;2;;
;451;ZANONI REPUESTOS S.R.L.;PATRICIOS;159;;;1;Bahia Blanca;Buenos Aires;565583;1;Resp. Inscripto;30BHH5813191;30581319181;A;1;0;Sin Especificar;;;0;;2;;
;452;ANGEL IGNISCI;SAN MARTIN;641;;;1;Bahia Blanca;Buenos Aires;;2;Resp. NO Inscripto;007-031100-6;80;C;0;0;Sin Especificar;;;0;;2;;
;453;SOC.COOP.AGR.GAN.LTDA GRAL SAN MARTIN L.P.;PTE.ALVEAR Y PASTEUR;;;;367;LA PAMPA;La Pampa;02925-497619/371;1;Resp. Inscripto;135705-1;30526535282;A;27;0;Sin Especificar;;;0;0;2;0;
;454;MELITA SALVADOR;SAN MARTIN;113;1;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;EXENTO;20054769114;A;0;2;LIQ.HACIENDA A 10.5%;;;1;78;2;0;
;455;ORIOLO de Nestor C.Oriolo;HIPOLITO YRIGOYEN;264;;;1;Bahia Blanca;Buenos Aires;44691-46673;1;Resp. Inscripto;902-878323-0;20055167649;A;0;0;Sin Especificar;;;0;0;2;;
;456;PESCI BERNARDO;BAHIA BLANCA;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;23054969759;A;0;0;Sin Especificar;;;0;;2;;
;457;FRIGORIFICO SUR S.C.;PAUNERO;1265;;;1;Bahia Blanca;Buenos Aires;519091-28911;1;Resp. Inscripto;007-029349-3;30645101169;A;0;0;Sin Especificar;;;0;;2;;
;458;FERRACUTI OSVALDO;BAHIA BLANCA;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20054237880;A;0;0;Sin Especificar;;;0;;2;;
;459;FEDERICO A.DELL`ORFANO;WASHINGTON;381;;;1;Bahia Blanca;Buenos Aires;820697;5;Resp. Monotributo;20BHH0548802;20054880279;C;0;0;Sin Especificar;;;0;;2;;
;460;ESPECIAS OMAR.G.VALLE;REMEDIOS;5992;;;1;Bahia Blanca;Buenos Aires;687-3037/3423;1;Resp. Inscripto;901-956616-4;20042593371;A;1;0;Sin Especificar;;;0;;2;;
;461;LETURIA JOSE D.;SALDUNGARAY;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;007-A-01434-;20054842709;A;0;0;Sin Especificar;;;0;;2;;
;462;GUITIN GABRIEL V.Y WALTER H.;LAS HERAS;124;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;30632011632;A;0;0;Sin Especificar;;;0;;2;;
;463;NILO DISTRIBUCIONES S.H.;12 DE OCTUBRE;1804;DPT;;1;Bahia Blanca;Buenos Aires;881365-25411;1;Resp. Inscripto;902-089636-8;34681233360;A;0;0;Sin Especificar;;;0;;2;;
;464;UNIVERSAL CHEMICAL S.R.L.;GOBERNADOR M.UGARTE;3290;;;1;Bahia Blanca;Buenos Aires;791-5212;1;Resp. Inscripto;901-159918-2;30676696179;A;1;0;Sin Especificar;;;0;;2;;
;465;DIAZ JORGE D.Y HORACIO;SAN JUAN;375;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;30BHH6641882;30664188216;A;0;0;Sin Especificar;;;0;;2;;
;466;TRANSPORTE MARITO DE RAUL ROBERTO HAURE;9 DE JULIO S/N;;;;1;Bahia Blanca;Buenos Aires;0927-91254;1;Resp. Inscripto;20BHX17863359;20178633598;A;1;0;Sin Especificar;;;0;0;2;;
;467;INDUFIBRA;AV.COLON;790;;;1;Bahia Blanca;Buenos Aires;43547;1;Resp. Inscripto;241-051781-0;20054353287;A;2;0;Sin Especificar;;;0;;2;;
;468;FRIGORIFICO LA BAHIA S.H.;BRASIL;124;;;1;Bahia Blanca;Buenos Aires;46749;1;Resp. Inscripto;30BHH6880706;30688070690;A;0;0;Sin Especificar;;;0;;2;;
;469;EL COMIENZO S.R.L.;ESTAB. PDO DE VILLARINO;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;007-A-01865-1;30547557413;A;0;0;Sin Especificar;;;0;0;2;;
;470;CORTIZO Y Cia S.R.L.;J.J. LASTRA;1430;;;1;Bahia Blanca;Buenos Aires;099-433974;1;Resp. Inscripto;915-562328-0;30684441961;A;1;0;Sin Especificar;;;0;;2;;
;471;AURELIA STALLDECKER DE GARCIA;JUAN COUSTE;;;;1;Bahia Blanca;Buenos Aires;;2;Resp. NO Inscripto;;27040392802;A;0;0;Sin Especificar;;;0;;2;;
;472;KERN ADELA;JUAN COUSTE;;;;1;Bahia Blanca;Buenos Aires;;2;Resp. NO Inscripto;;23034625794;A;0;0;Sin Especificar;;;0;;2;;
;473;LOZZA AMBROSIO;JUAN COUSTE;;;;1;Bahia Blanca;Buenos Aires;4511530;1;Resp. Inscripto;EXTO;23107377409;A;1;0;Sin Especificar;;;0;;2;;
;474;GUERSTEIN NATALIO;JUAN COUSTE;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;EXENTO;20054447060;A;1;0;Sin Especificar;;;0;0;2;;
;475;ARAUJO JUAN CARLOS;JUAN COUSTE;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20054538910;A;0;0;Sin Especificar;;;0;;2;;
;476;OREIRO de Manuel G.Oreiro;DIRECTORIO;6075;;;1;Bahia Blanca;Buenos Aires;687-5940;1;Resp. Inscripto;901-9875587;20148541729;A;0;0;Sin Especificar;;;0;;2;;
;477;INFORPLAST S.A.;UCRANIA;1564;;;1;Bahia Blanca;Buenos Aires;0114308-1606;1;Resp. Inscripto;901-190100-9;30690171488;A;13;0;Sin Especificar;;;0;;2;;
;478;CHIACCHIERA-HAMBURGUESERA;ROLDAN;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;80000000000;A;0;0;Sin Especificar;;;0;;2;;
;479;PLASTICOS BLANCO;DON BOSCO;1757;;;1;Bahia Blanca;Buenos Aires;23186-46601;1;Resp. Inscripto;902-8566567;30504505037;A;1;0;Sin Especificar;;;0;;2;;
;480;EDES S.A.;RIVADAVIA S/N SAN NICOLAS;;;;1;Bahia Blanca;Buenos Aires;556575-598700;1;Resp. Inscripto;30693834585;30693834585;A;200;0;Sin Especificar;;;0;0;2;5;
;481;ALEJANDRO A.MITILLI;H.IRIGOYEN;1265;;;1;Bahia Blanca;Buenos Aires;47221;1;Resp. Inscripto;20BHH05515911;20055159115;A;1;0;Sin Especificar;;;0;0;2;;
;482;BEIRAMAR S.A.I.C.F.;BAHIA BLANCA;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;EXENTO;30502770140;A;0;0;Sin Especificar;;;0;;2;;
;483;SAMBUCO REINALDO RAUL;MEDANOS;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20109761134;A;1;0;Sin Especificar;;;0;;2;;
;484;"EST.""LOS NOGALES"" de ARTURO G.KAHNERT";RUTA PCIAL.72 Km.3;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;106-A-004974;20054420448;C;0;0;Sin Especificar;;;0;;2;;
;485;CONTENEDORES SOLA de RUBEN SOLA;SOCRATES;2405;;;1;Bahia Blanca;Buenos Aires;810654;1;Resp. Inscripto;20BHH1144466;20114446611;C;0;0;Sin Especificar;;;0;;2;;
;486;WOLF JUAN CARLOS;CARHUE;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20054858559;A;0;0;Sin Especificar;;;0;;2;;
;487;LARIO FCO RAFAELA S.A.;FASOLI Y PARANA;;;;1;Bahia Blanca;Buenos Aires;0492-38800;1;Resp. Inscripto;921-740355-6;33500529909;A;1;0;Sin Especificar;;;0;;2;;
;488;LACTEOS SUANA S.R.L.;HOLDICH;13;;;1;Bahia Blanca;Buenos Aires;33724;1;Resp. Inscripto;902-124361-4;30664229923;A;1;0;Sin Especificar;;;0;;2;;
;489;HECTOR E.CASTILLO;ESQUEL;2236;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;70026;20125127127;A;1;0;Sin Especificar;;;0;;2;;
;490;METALURGICA FRANK S.A.;SAN MARTIN;2830;;;273;FRANK - SANTA FE;Santa Fe;0342/4930275/0345;1;Resp. Inscripto;051-001490-4;30565308099;A;0;0;Sin Especificar;;;1;78;2;0;
;491;PARIGIANI MARIO;AV.COLON Y;9;;;1;Bahia Blanca;Buenos Aires;4520160;1;Resp. Inscripto;007-0400346;20124741867;A;1;0;Sin Especificar;;;0;;2;;
;492;MOLINO HARINERO CARHUE SA;ACC-RUTA;60;KM-;;1;Bahia Blanca;Buenos Aires;0936-30118/2575;1;Resp. Inscripto;902865007-7;30531315312;A;0;0;Sin Especificar;;;0;;2;;
;494;SALVADOR VITALE;11 DE ABRIL;68;;;1;Bahia Blanca;Buenos Aires;43328-43361;1;Resp. Inscripto;20BHH05457028;20054570288;A;42;2;LIQ.HACIENDA A 10.5%;;;1;78;2;0;
;495;RESTIFFO DANIEL MAURICIO;HUMBOLDT;2431;;;1;Bahia Blanca;Buenos Aires;516853-35650;1;Resp. Inscripto;;20084353214;A;1;0;Sin Especificar;;;0;;2;;
;496;MOLINA DANIEL ANGEL;MITRE;663;;;136;Medanos;Buenos Aires;154051823;1;Resp. Inscripto;601111A009747;20123169248;A;42;2;LIQ.HACIENDA A 10.5%;;;1;78;2;0;
;497;FRIGORIFICO I.F.C.A.;DON BOSCO;2447;;;1;Bahia Blanca;Buenos Aires;885526;1;Resp. Inscripto;;20054542012;A;1;0;Sin Especificar;;;0;;2;;
;498;MAINQUE MARIO;PUNTA ALTA;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20;A;0;0;Sin Especificar;;;0;;2;;
;499;GIAMBERARDINO ALICIA;ZONA RURAL;;;;112;Algarrobo.;Buenos Aires;;5;Resp. Monotributo;;27101059893;C;0;0;Sin Especificar;;;0;0;2;0;
;500;VELASCO ANGEL ALBERTO;PIGUE;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20169604453;A;0;0;Sin Especificar;;;0;;2;;
;501;BUSTLE Y M.C. ENRIQUE B.;LART GOU;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;30624192160;A;0;0;Sin Especificar;;;0;;2;;
;502;FONFRIA A.Y.J.;SIERRA DE LA VENTANA;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20200494296;A;1;0;Sin Especificar;;;0;;2;;
;503;ROMANELLI ELSA Y A.;LARTIGOU;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;30513296707;A;0;0;Sin Especificar;;;0;;2;;
;504;BERNARDINI M.E.B.;SIERRA DE LA VENTANA;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;27041356591;A;0;0;Sin Especificar;;;0;;2;;
;505;GELAIN DORA G. de;TRES PICOS;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;30509686889;A;0;0;Sin Especificar;;;0;;2;;
;506;DUPONT CESAR;ALGARROBO;;;;1;Bahia Blanca;Buenos Aires;;2;Resp. NO Inscripto;;20054967419;A;0;0;Sin Especificar;;;0;;2;;
;507;SUCESION de COSIMA T. de LOLO;BAHIA BLANCA;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;27011978806;A;0;0;Sin Especificar;;;0;;2;;
;508;ISSALY ROLANDO F.;PIGUE;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;30529178316;A;0;0;Sin Especificar;;;0;;2;;
;509;FRAGAPANE DOMINGO;BAHIA BLANCA;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20051230230;A;0;0;Sin Especificar;;;0;;2;;
;510;DISTRIBUIDORA EL SOL;AV.LURO;6374;;;1;Bahia Blanca;Buenos Aires;023-770410;1;Resp. Inscripto;27-138793511;27138793511;A;0;0;Sin Especificar;;;0;;2;;
;511;SANFILIPPO VICENTE;SAN MARTIN;911;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;103-3935-5;20143993907;A;0;0;Sin Especificar;;;0;;2;;
;512;LALLI CARMEN Y ALBERTO;BAHIA BLANCA;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;30655939454;A;0;0;Sin Especificar;;;0;;2;;
;513;STREITEMBERGER MARIO RENE;ZONA RURAL-FELIPE SOLA;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;20BHD1154455;20115445562;A;0;0;Sin Especificar;;;0;;2;;
;514;C.C.M. de Irineo V zquez;H.YRIGOYEN;978;;;1;Bahia Blanca;Buenos Aires;091-558324;5;Resp. Monotributo;20-061274937;20061274937;C;0;0;Sin Especificar;;;0;;2;;
;515;TRIPAL S.R.L.;GRAL.LOPEZ;1545;;;1;Bahia Blanca;Buenos Aires;041-921-248/855;1;Resp. Inscripto;;33635912559;A;0;0;Sin Especificar;;;0;;2;;
;516;BEIER VALENTIN;FELIPE SOLA;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20054521201;A;0;0;Sin Especificar;;;0;;2;;
;517;CORBATTA ALEJANDRO HUGO;PIGUE;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20102121482;A;0;0;Sin Especificar;;;0;;2;;
;518;"ORG.AGROP.""DON ALFREDO"" DE ALFREDO CASALI";ALSINA;520;3^;;1;Bahia Blanca;Buenos Aires;29284;1;Resp. Inscripto;23005085;20014745352;A;1;0;Sin Especificar;;;0;;2;;
;519;MONTE RALO S.R.L.;GRAL CAMPOS;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;30579828907;A;1;0;Sin Especificar;;;0;;2;;
;520;PEREZ RONDA ENRIQUE Y EDUARDO;SANTA FE;452;;;1;Bahia Blanca;Buenos Aires;4520933/   154126710;1;Resp. Inscripto;902-109191-9;33664167579;A;1;0;Sin Especificar;;;1;78;2;0;
;521;SASCHRGORDOSKI RAUL;BAHIA BLANCA;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20114446239;A;0;0;Sin Especificar;;;0;;2;;
;522;CONTRATISTA RURAL EL GRINGO;PLANTA URBANA S/N;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;2020505885;20083119455;A;0;0;Sin Especificar;;;0;;2;;
;523;LOZZA JUAN CESAR;ALGARROBO;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20055132616;A;1;0;Sin Especificar;;;0;;2;;
;524;ARZER ALBERTO;DUFOUR;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20055117587;A;1;0;Sin Especificar;;;0;;2;;
;525;D`AMICO ALBERTO;PUNTA ALTA;;;;1;Bahia Blanca;Buenos Aires;;5;Resp. Monotributo;;20128363409;B;1;3;LIQ HACIENDA B 21%;;;0;0;2;0;
;526;FERSTER ALBERTO;SAN MIGUEL DE ARCANGEL;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20053999612;A;0;0;Sin Especificar;;;0;;2;;
;527;RECTIFICACION GAVILAN de Claudia V.Gavilan;BRASIL;766;;;1;Bahia Blanca;Buenos Aires;565872;1;Resp. Inscripto;27BHH2219907;27221990728;A;1;0;Sin Especificar;;;0;;2;;
;528;REGUERA ROSENDO - PRODUCTOR AGROPECUARIO;AVDA.MITRE;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;20-239157131;20239157131;A;0;0;Sin Especificar;;;0;;2;;
;529;"GRANJA ""LA SATURNINA"" de Gaido Hermanas";ROCA;136;;;1;Bahia Blanca;Buenos Aires;541159-535077;1;Resp. Inscripto;;30566586971;A;1;0;Sin Especificar;;;0;;2;;
;530;ROSARIO INOXIDABLE;AV.COLON;2155;;;1;Bahia Blanca;Buenos Aires;563632;1;Resp. Inscripto;007-039434-1;27169228898;A;0;0;Sin Especificar;;;0;;2;;
;531;CALMELS JUAN;BAHIA BLANCA;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;4;A;0;0;Sin Especificar;;;0;;2;;
;532;VISOTSKI JUAN;BELGRANO;20;;;111;Felipe Sola.;Buenos Aires;;1;Resp. Inscripto;20055123722;20055123722;A;1;0;Sin Especificar;;;0;0;2;;
;533;ARMADA ARGENTINA ESTADO MAYOR GENERAL DE LA ARMADA;COMODORO PY;2055-PIS;2;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;30546695014;A;0;0;Sin Especificar;;;0;;2;;
;534;DISCO S.A.;J.B. JUSTO;2367;PIS;;24;Mar del Plata;Buenos Aires;8003333122;1;Resp. Inscripto;901-912228-7;30537079106;A;0;0;Sin Especificar;;;0;0;2;;
;535;CABANA DON POCHO DE MUSCILLO Y DIEZ;C.C.;45;;;1;Bahia Blanca;Buenos Aires;940502;1;Resp. Inscripto;106A004297;30632755755;A;0;0;Sin Especificar;;;0;;2;;
;536;T.S.IMPRESIONES de F.SMIRAGLIA;MALVINAS;949;;;1;Bahia Blanca;Buenos Aires;555584-551022;1;Resp. Inscripto;;23247658319;A;1;0;Sin Especificar;;;0;;2;;
;537;HECTOR M.MUZI;REP.SIRIA;2314;;;1;Bahia Blanca;Buenos Aires;4881889;1;Resp. Inscripto;20BHH1054796;20054796561;A;1;0;Sin Especificar;;;0;;2;;
;538;CASA CONTE;O HIGGINS;276;;;1;Bahia Blanca;Buenos Aires;528719;1;Resp. Inscripto;27249247931;27249247931;A;0;0;Sin Especificar;;;0;;2;;
;539;ALICIA CORBATTA DE URRIZA;CARONTI;521;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;27047486918;27047486918;A;1;0;Sin Especificar;;;0;;2;;
;540;FELIX ANGEL;ALGARROBO;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20073886462;A;0;0;Sin Especificar;;;0;;2;;
;541;LA TRAMONTANA S.A.;SANTA ROSA;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;30671647854;A;0;0;Sin Especificar;;;0;;2;;
;542;FERRANDI HNOS S.A.;ESTOMBA;241/243;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;30BHH5278830;30527883012;A;1;0;Sin Especificar;;;0;;2;;
;543;SANQUILCO S.A.;B.BCA;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;30639946963;A;0;2;LIQ.HACIENDA A 10.5%;;;1;78;2;0;
;544;CRYOVAC ARGENTINA S.A.;PRIMERA JUNTA;550;;;1;Bahia Blanca;Buenos Aires;011-4229-0100;1;Resp. Inscripto;902-8685353;30501047690;A;2;0;Sin Especificar;;;0;;2;;
;545;CARNICERIA TRAPUN de SEGURA Y NEUBAUER S.H.;BRASIL;520;;;1;Bahia Blanca;Buenos Aires;515370;1;Resp. Inscripto;007-041348-9;30681154856;A;0;0;Sin Especificar;;;0;;2;;
;546;DIESEL MOTORES S.A.;ING.LUIGGI;188;;;1;Bahia Blanca;Buenos Aires;527639;1;Resp. Inscripto;30-BHH-61322;30613229694;A;1;0;Sin Especificar;;;0;;2;;
;547;LIPOVEZKY BORIS;ABRAMO;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20030222912;A;0;0;Sin Especificar;;;0;;2;;
;548;SUCCURRO ROBERTO FRANCISCO;SALLIQUELO;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20055062782;A;0;0;Sin Especificar;;;0;;2;;
;549;PLISCHUK ISRAEL;ALGARROBO;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20054202440;A;0;0;Sin Especificar;;;0;;2;;
;550;LUA SEGUROS  (DODGE Y MERCEDES) 613810;BARTOLOME MITRE;363;;;1;Bahia Blanca;Buenos Aires;347-1100;1;Resp. Inscripto;901-915483-8;30500059016;A;0;0;Sin Especificar;;;0;;2;;
;551;LUA SEGUROS  (FORD 350) 613831;BARTOLOME MITRE;363;;;1;Bahia Blanca;Buenos Aires;347-1100;1;Resp. Inscripto;901-915483-8;30500059016;A;0;0;Sin Especificar;;;0;;2;;
;552;INTEGRALCO S.A.;ESMERALDA;358;PIS;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;30522054913;A;0;0;Sin Especificar;;;0;;2;;
;553;TELEFONICA DE ARGENTINA;CORRIENTES;709;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;30639453975;A;1;0;Sin Especificar;;;0;0;1;5;
;554;LAURENT JORGE C.;RECONQUISTA;508;;;1;Bahia Blanca;Buenos Aires;CEL 155713928;2;Resp. NO Inscripto;20BHH0543839;20054383976;A;0;0;Sin Especificar;;;0;;2;;
;555;LUA SEGUROS (SAVEIRO) 632109;BARTOLOME MITRE;363;;;1;Bahia Blanca;Buenos Aires;347-1100;1;Resp. Inscripto;901-915483-8;30500059016;A;0;0;Sin Especificar;;;0;;2;;
;556;LUA SEGUROS (EXPRESS) 652747;BARTOLOME MITRE;363;;;1;Bahia Blanca;Buenos Aires;347-1100;1;Resp. Inscripto;901-915483-8;30500059016;A;0;0;Sin Especificar;;;0;;2;;
;557;BAVOSI S.A.;ALSINA;418/20;;;1;Bahia Blanca;Buenos Aires;653-2655;1;Resp. Inscripto;902-887744-5;30629646708;A;1;0;Sin Especificar;;;0;;2;;
;558;ESTABLECIMIENTO PERCA de Jorge O.Calamara;ZA¥ARTU;657;;;1;Bahia Blanca;Buenos Aires;(054-1)921-2134;1;Resp. Inscripto;10007504;20120380061;A;0;0;Sin Especificar;;;0;;2;;
;559;SERVICIOS INTEGRADOS;MAGALLANES;3728;;;26;Ingeniero White;Buenos Aires;573380-154147616;1;Resp. Inscripto;20105342986;20105342986;A;0;0;Sin Especificar;;;0;0;2;;
;560;OSCAR ALBERTO PELLADO S.A.;ESMERALDA;561;PIS;;1;Bahia Blanca;Buenos Aires;327-4089;1;Resp. Inscripto;676146-01;30608486689;A;1;0;Sin Especificar;;;0;;2;;
;561;INTERPACK EXPRESS S.A.;FORTINEROS;1224;;;1;Bahia Blanca;Buenos Aires;4881155-884350;1;Resp. Inscripto;902-0975550-2;30688045963;A;1;0;Sin Especificar;;;0;0;2;;
;562;JORGE TARGA;ING.LUIGGI;1438;;;1;Bahia Blanca;Buenos Aires;518692;1;Resp. Inscripto;20BHH1222157;20122215718;A;0;0;Sin Especificar;;;0;;2;;
;563;"ESTABLECIMIENTO ""EL SALADILLO` de FANTAGUZZI";TERRADA;2110;;;1;Bahia Blanca;Buenos Aires;59409-511591;1;Resp. Inscripto;007-A02080-6;20055169765;A;0;0;Sin Especificar;;;0;0;2;;
;564;PEREYRA JORGE;BERNASCONI;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20110406011;A;0;0;Sin Especificar;;;0;;2;;
;565;MARTIN Y ALONSO S.R.L.;FUNDADORES;465;;;182;HUANGUELEN;Buenos Aires;02933-432236;1;Resp. Inscripto;024-3733-3;33640187269;A;1;0;Sin Especificar;;;0;0;2;;
;566;ASOC.CIVIL LA NUEVA ESPERANZA;GUATRACHE;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;30671676161;A;1;0;Sin Especificar;;;0;0;2;;
;567;HEIT FELICIANO;COLONIA SANTA TERESA;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20078482266;A;0;0;Sin Especificar;;;0;;2;;
;568;AVELLI JORGE;BAJO HONDO;;;;1;Bahia Blanca;Buenos Aires;;2;Resp. NO Inscripto;;20169980420;A;0;0;Sin Especificar;;;0;;2;;
;569;LUA SEGURO(M.BENZ 1218) 502472;BARTOLOME MITRE;363;;;1;Bahia Blanca;Buenos Aires;347-1100;1;Resp. Inscripto;901-913013-6;30500048618;A;0;0;Sin Especificar;;;0;;2;;
;570;JUAN MANUEL FANGIO S.A.;AV.MONTES DE OCA;1470;;;276;CAPITAL FEDERAL;Buenos Aires;4303-0490/3;1;Resp. Inscripto;901-911.600-3;30549220955;A;0;0;Sin Especificar;;;0;0;2;;
;571;SCHENKEL Y CIA S.R.L.;VILLA IRIS;;;;1;Bahia Blanca;Buenos Aires;0925-32258;1;Resp. Inscripto;30695851207;30695851207;A;1;0;Sin Especificar;;;0;;2;;
;572;EXPRESO PUNTA ALTA S.A.;AV.JUAN DE GARAY;3961;;;1;Bahia Blanca;Buenos Aires;924-7096;1;Resp. Inscripto;113-004601-2;30681225001;A;2;0;Sin Especificar;;;0;;2;;
;573;MERCEDEZ-BENZ LEASING ARGENTINA S.A.;MORENO;877;PIS;;1;Bahia Blanca;Buenos Aires;347-0700;1;Resp. Inscripto;901-163736-5;30659965778;A;1;0;Sin Especificar;;;0;;2;;
;574;"ACCESORIOS ""IGNACIO""";BROWN;996;;;1;Bahia Blanca;Buenos Aires;540104;1;Resp. Inscripto;;30664227017;A;1;0;Sin Especificar;;;0;;2;;
;575;ARESTIZABAL S.A.;NICOLAS PEREZ;535;;;1;Bahia Blanca;Buenos Aires;4880705;1;Resp. Inscripto;902-865517-4;30515485577;A;2;0;Sin Especificar;;;0;;2;;
;576;DISTRIBUIDORA INTEGRAL DE FRIGORIFICOS;AV.LARRAZABAL;1263;;;1;Bahia Blanca;Buenos Aires;918-4962;1;Resp. Inscripto;775135-04;20044112117;A;1;0;Sin Especificar;;;0;;2;;
;577;COCCIA RECTIFICACIONES S.R.L.;SIXTO LASPIUR Y ENTRE RIO;;;;1;Bahia Blanca;Buenos Aires;4533677/4516518;1;Resp. Inscripto;30660358648;30660358648;A;1;0;Sin Especificar;;;1;78;2;0;
;578;A.T.P. S.A.;QUINTANA;1272;;;1;Bahia Blanca;Buenos Aires;293-2447/3083;1;Resp. Inscripto;30693085167;30693085167;A;1;0;Sin Especificar;;;0;;2;;
;579;ANGEL ROMANO;CASTELAR;1770;;;1;Bahia Blanca;Buenos Aires;514198;1;Resp. Inscripto;20BHH05440628;20054406283;A;0;0;Sin Especificar;;;0;0;2;;
;580;RODRIGUEZ RUBEN;B.BCA;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;80000000000;A;0;0;Sin Especificar;;;0;;2;;
;581;ARGUELLO AVELINO;MACACHIN;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20015412829;A;0;0;Sin Especificar;;;0;;2;;
;582;MEDJERAL MARIO JOSE;PARAGUAY;435;PIS;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20084069192;A;0;0;Sin Especificar;;;0;;2;;
