CodigoArticulo;DescripcionArticulo;Anulado;UnidadesXBulto;ValorUMedida;UnidadMedida
962;LECHE COOP. UAT DES/HIE  X 1L.;NO;12;1;UNIDAD
10;MOZZARELLA IND. 4 KGS;NO;4;1;UNIDAD
777;LECHE COOP.DESC.FORT.SACHET X1;NO;16;1;UNIDAD
776;LECHE COOP. ENTERA SACHET X 1L;NO;16;1;UNIDAD
311;POSTRE SERENITO STAR WARS ROJO 118G;NO;20;1;UNIDAD
913;DINO REGGAETON;NO;60;1;UNIDAD
282;LECHE LS FORT/AZUCAR CART. 200;NO;24;1;UNIDAD
454;LECHE LS U ENT. EXT CAL SQU 1L;NO;16;1;UNIDAD
115;LECHE LS U ENT EXT CAL SACH 1L;NO;16;1;UNIDAD
376;QUESO LS EN HEBRAS X150GS;NO;12;1;UNIDAD
7581;ACTIMEL 0 % PACK 400 X GR.S/C;SI;12;1;UNIDAD
101;SERECHOCO X 1 L.;NO;12;1;UNIDAD
32;SERECHOCO X 250 CM3;NO;24;1;UNIDAD
406;DCE LS DE LECHE COLONIAL X400G;NO;12;1;UNIDAD
415;YOGURISIMO ENT.SACH X 1250GRS;NO;13;1;UNIDAD
537;ACTIVIA 0% PACK X 500 GS;NO;12;1;UNIDAD
460;QUESO LS PORT SALUT UNT.P.200G;NO;24;1;UNIDAD
6423;YOGURISIMO FORT ENT SACHET 1.300KS.;NO;12;1;UNIDAD
274;MASCARA SERENITO;NO;0;1;UNIDAD
284;POSTRE SERENITO VERRUGAS X117G;NO;20;1;UNIDAD
271;ALBUN DINOAVENTURA;SI;1;1;UNIDAD
231;SER YOGUR FORT DESC SACHET X1K;NO;15;1;UNIDAD
281;LECHE LS ULT/FORT/Z/H/A X 1 L.;NO;16;1;UNIDAD
515;YOGURISIMO SACHET X 1.1KGS;NO;15;1;UNIDAD
3452;MANTECA LS MULTIVITAMINAS PAQ100GR;NO;20;1;UNIDAD
2960;LECHE 02 VITAL INFANTIL X200ML;NO;30;1;UNIDAD
2952;LECHE VITAL 3 INFANTIL X800GS;NO;12;1;UNIDAD
5562;LECHE VITAL 4 INFANTIL X800GS;NO;12;1;UNIDAD
2972;LECHE VITAL 1 INFANTIL X800GS;NO;12;1;UNIDAD
2970;LECHE 01 VITAL INFANTIL X200ML;NO;30;1;UNIDAD
2962;LECHE VITAL 2 INFANTIL X800GS;NO;12;1;UNIDAD
919;POSTRE SER C/CEREALES POTE 112;NO;20;1;UNIDAD
935;FRISBBE SERENITO;NO;10;1;UNIDAD
745;SERECOL UAT OMEGA3 WEDGE 200CM;NO;24;1;UNIDAD
2286;LECHE NUTRILON PREMIUN 1 LX900;SI;12;1;UNIDAD
2613;LECHE NUTRILON PREMIUN 1 X200M;NO;30;1;UNIDAD
2931;LECHE 2 NUTRILON PROFUTURA X200ML;NO;30;1;UNIDAD
2729;LECHE NUTRILON PREMIUN 3 X200M;NO;30;1;UNIDAD
971;SER YOGUR DESC. C/CER P.130 GS;NO;20;1;UNIDAD
619;YOGURISIMO GO PACK X 750 GS;SI;6;1;UNIDAD
1876;LECHE VITAL INFANTIL 1 L.X400G;SI;24;1;UNIDAD
1883;LECHE VITAL INFANTIL 2 L.X400G;SI;24;1;UNIDAD
2279;LECHE NUTRILON PREMIUN 1 LX400;SI;24;1;UNIDAD
2293;LECHE NUTRILON PREMIUN;SI;12;1;UNIDAD
2923;LECHE NUTRILON PROFUTURA 3 X1000ML;NO;6;1;UNIDAD
516;YOGURISIMO ENT FIR MPACK X250G;NO;24;1;UNIDAD
650;ACTIVIA BEBIBLE O % BOT 185 GS;NO;35;1;UNIDAD
963;LECHE EN POLVO LS ENT X200GS;NO;40;1;UNIDAD
966;LECHE EN POLVO LS DESC X200GS;NO;40;1;UNIDAD
160;QUESO LS CREMON HORMA X3KG;NO;6;1;UNIDAD
652;POSTRE STO C/CER. DEPORL 117 G;NO;20;1;UNIDAD
930;POSTRE DANETTE PACK X 4 460G;NO;12;1;UNIDAD
7650;ACTIVIA BEBIBLE 0% BOTELLA 190;NO;35;1;UNIDAD
108;LECHE LS ENT F/CAL+VIT ACD SAC 1 L.;NO;16;1;UNIDAD
268;ACTIVIA C/COLCHON POTE 180GS;NO;20;1;UNIDAD
982;ACTIPULSERA LANZADISCOS;NO;1;1;UNIDAD
816;DISPENCER SOPA INSTAN SER 99GR;NO;12;1;UNIDAD
2;LECHE LA RODRIGUENSE U/ENT 1L.;NO;16;1;UNIDAD
109;LECHE DESCREMADA FORT/ S X 1 L;NO;16;1;UNIDAD
9902;YOGUR SER  CALC + FFS  POTE 120GS;NO;48;1;UNIDAD
169;YOGURISIMO FORT ENT SACHET 1300 GR;NO;12;1;UNIDAD
7;LECHE FORTUNA UAT DESC/E.C.1L;NO;12;1;UNIDAD
223;ACTIVIA FIRME POTE 115 GS;NO;20;1;UNIDAD
367;QUESO LS PATEGRAS HORMA X4KG;NO;1;1;UNIDAD
7223;CINDOR SIN CARGO 1 LITRO;NO;12;1;UNIDAD
958;YOGURISIMO ENT. C/FRUT.P.150GS;NO;20;1;UNIDAD
237;SALCHICHA GJA IRIS JUNIORS X6UNID;NO;20;1;UNIDAD
951;POSTRE SERENITO MACACO P. X250;NO;24;1;UNIDAD
190;QUESO LS CREMON FRACC X500GS;NO;24;1;UNIDAD
238;SALCHICHA GI VIENA X 24 UNID.;NO;12;1;UNIDAD
3623;LECHE LS UAT DESCREM C/FE 1% BRIK 1L;NO;12;1;UNIDAD
3608;KINDER SORP ERA DEL HIELO 48 U X 960GS;NO;1;1;UNIDAD
240;YOGURISIMO ENT.BAT.POTE 120 GS;NO;20;1;UNIDAD
840;TIRA SOPA INSTANTANEA  66 GS.;NO;0;1;UNIDAD
1;TEJO GRATIS;NO;1;1;UNIDAD
736;QUESO FINLANDIA LIGHT CAPRESE;NO;24;1;UNIDAD
459;QUESO LS P/SALUT LIG UNT.P.200;NO;24;1;UNIDAD
743;QUESO LS PROVOLONE FRACC X 300;NO;16;1;UNIDAD
3;OJOTAS GRATIS;NO;0;1;UNIDAD
691;MANTECA UNTABLE LS EXTRA P.200;NO;24;1;UNIDAD
193;ALIM LACT DANONINO C/CER  120G;NO;20;1;UNIDAD
418;QUESO LS SARDO 1/2 HORMA 1.75G;NO;1;1;UNIDAD
933;LECHE LS L.V. FOT/ENT/CAL X 1L;NO;12;1;UNIDAD
702;POSTRE STO MAGICO POTE 118 GS;NO;20;1;UNIDAD
765;MOZZARELLA CILINDRO  X2KG;NO;9;1;UNIDAD
111;ALIMENTO LS SEREMIX X1KG;NO;17;1;UNIDAD
488;QUESO LS PORT SALUT HORMA 3 KG;NO;6;1;UNIDAD
985;QUESO LS ROMANO FRAC.X 320 GS;NO;16;1;UNIDAD
72;QUESO BARRA LS HORMA 3.5 KG;NO;3;1;UNIDAD
954;QUESO LS GOUDA X 4.2 KGS;NO;1;1;UNIDAD
2297;VITAL FRUTAPURA BAN-MANZ X 400;SI;6;1;UNIDAD
2310;VITAL FRUTAPURA PERA-MAN X 400;SI;6;1;UNIDAD
2327;VITAL FRUTAPURA MANZ X 400 GRS;SI;6;1;UNIDAD
947;ALIM LS LECHE Y JUGO UAT B.X1L;NO;12;1;UNIDAD
447;QUESO LS GOUDA LIGHT FRAC 340G;NO;24;1;UNIDAD
154;QUESO LS ROMANO 1/2 HORMA;NO;1;1;UNIDAD
4433;PROMO SOPAS 10+1 S/CARGO;NO;0;1;UNIDAD
296;QUESO LS RALLADO X 250 GS.;NO;45;1;UNIDAD
212;QUESO LS CHEDDAR FETDO X180GS;NO;12;1;UNIDAD
3714;QUESO LS FINLANDIA  CAMEMBERT NAT X200GS;NO;20;1;UNIDAD
123;CREMA DOBLE LS PAST X 200 CM3;NO;24;1;UNIDAD
487;QUESO LS DAMBO LIGHT FET X200GS;NO;12;1;UNIDAD
141;POSTRE STO BAKUGAN C/C P.118GS;NO;20;1;UNIDAD
921;SER DESCREMADO SACHET X 900 GS;NO;16;1;UNIDAD
521;ACTIMEL 0% PACK X 8 UNIDADES;SI;6;1;UNIDAD
334;SOPA INSTANTANEA SER X 44 GS.;NO;28;1;UNIDAD
767;QUESO LS FINLA LIHGT JAM/PAR X200GS;NO;24;1;UNIDAD
1418;QUESO LS SARDO 1/2 HRM  X1,75KG;NO;1;1;UNIDAD
3465;LECHE 04 VITAL INFANTIL X200ML;NO;30;1;UNIDAD
124;MANTECA LS EXT/VIT X 200 GS;NO;10;1;UNIDAD
2941;LECHE E/P VITAL INFANTI 3X225G;NO;12;1;UNIDAD
2927;LECHE E/P VITAL INFANTI 1X212G;NO;12;1;UNIDAD
2934;LECHE E/P VITAL INFANTI 2X225G;NO;12;1;UNIDAD
509;CAPPUCCINO LS-CABRALES UAT 200;NO;24;1;UNIDAD
553;YOGUR SER BALANCE FFSX2;NO;24;1;UNIDAD
2303;VITAL INFANTIL FRUTAPURA X 400;SI;24;1;UNIDAD
713;QUESO LS PORT SALT PROB X 1 KG;NO;18;1;UNIDAD
749;QUESO LS CREMOSO PROBIO X 1 KG;NO;18;1;UNIDAD
751;QUESO LS CREMON DOBLE PRO 1 KG;NO;18;1;UNIDAD
755;QUESO LS CREMOSO PROBIO 450 GS;NO;24;1;UNIDAD
760;QUESO LS PORT SALUT FRACC X500GS;NO;24;1;UNIDAD
761;QUESO LS POR SALUT LIGHT X500GS;NO;24;1;UNIDAD
768;QUESO LS P SALUT LIGHT PR 1 KG;NO;18;1;UNIDAD
55;MANTECA ARMONIA CAL/EXT X 200G;NO;10;1;UNIDAD
709;QUESO LS HOLANDA FRACC X340GS;NO;24;1;UNIDAD
199;CHOCOLATADA CINDOR MIX P.X150G;NO;24;1;UNIDAD
200;CHOCOLATADA CINDOR MIX P.X300G;NO;20;1;UNIDAD
519;YOGURISIMO GO EDIC.ESP.X200CM3;NO;35;1;UNIDAD
6029;YOGURISIMO ESTILOGRIEGO X 125GR;NO;12;1;UNIDAD
520;ACTIVIA C/COMPOTA POTE 140 GRS;NO;20;1;UNIDAD
7146;CINDOR E/P X 150 GS GRATIS;NO;150;1;UNIDAD
914;LECHE GREAT VALUE U/ENT FOR 1L;NO;16;1;UNIDAD
554;VASO PROMO YOGURISIMO;NO;1;1;UNIDAD
555;BOWL PROMO YOGURISIMO;NO;1;1;UNIDAD
87;ALIM SER LECHE Y JUG SQU X500C;NO;32;1;UNIDAD
2662;PROMO ONPACK NUTRILON 2 X 200M;SI;0;1;UNIDAD
2679;PROMO ONPACK NUTRILON 3 X 200M;SI;0;1;UNIDAD
2709;VITAL 3X900+2 VITAL3 BAN3X200;SI;0;1;UNIDAD
979;YOGURISIMO FIRMA PACK 6 X 750G;NO;8;1;UNIDAD
884;SER DELICIOSO PACK 6 X 750 GS;NO;8;1;UNIDAD
980;YOGUR SER C/CEREAL KORN X163GS;NO;20;1;UNIDAD
6984;YOGURISIMO CREMIX PACK X6 750S;NO;8;1;UNIDAD
811;JUEGO DEL SABOR LS PRIMAVERA;NO;1;1;UNIDAD
83;LECHE SER U/DESC/ C/FIBRA 500C;NO;32;1;UNIDAD
638;QUESO FINDIA LS LIHG HIERB 200;NO;24;1;UNIDAD
818;QUESO CASAMCREM ENTERO 200GR;NO;12;1;UNIDAD
828;QUESO CASANCREM LIGHT 200GR;NO;12;1;UNIDAD
892;LECHE CINDOR EXTRA 1L;NO;12;1;UNIDAD
583;CAPPUCCINO LS CABRAL L/S X 200;NO;24;1;UNIDAD
807;POSTRE SERENITO C/JALEA 210 GS;NO;24;1;UNIDAD
906;BOLSA POSTRE DANETTE PACK 380G;NO;18;1;UNIDAD
363;BOLSA YOGURISIMO GO 3 X 185 GS;NO;11;1;UNIDAD
414;ACTIMEL PACK  MULTIF 1200 GR.;NO;4;1;UNIDAD
513;ACTIMEL 0% PACK 1200 GRS.;NO;4;1;UNIDAD
2846;LECHE NUTRILON PREMIUN 2 X200M;SI;30;1;UNIDAD
2943;LECHE 1 NUTRILON PROFUTURA X200M;NO;30;1;UNIDAD
929;ACTIVIA SACHET X 1.050 GS;NO;15;1;UNIDAD
870;QUESO CREMA CASAMCREM P. 480GS;NO;12;1;UNIDAD
871;QUESO CREMA CASANCREM LIGH 480;NO;12;1;UNIDAD
308;DULCE DE LECHE ACTUAL P. 400GS;NO;12;1;UNIDAD
507;YOGUR SER CALCIO + SACHET FRUT;NO;20;1;UNIDAD
2922;LECHE 3 NUTRILON PROFUTURA X200ML;NO;30;1;UNIDAD
953;ALIMENTO LACTEO ACTIVIA P.190G;NO;36;1;UNIDAD
3021;KINDER CHOC. MAXI 10 X 210 GS.;NO;28;1;UNIDAD
3038;TIC TAC CER-MARA 12 EST. 192GS;NO;24;1;UNIDAD
3094;KINDER SORP T 48 UNID X 960 GS;NO;1;1;UNIDAD
3121;FERRERO ROCHER DISP 16 X 200GS;NO;16;1;UNIDAD
3244;KINDER SORPRESA LUI/LEI  T 24 UNID 480G;NO;8;1;UNIDAD
3314;TIC TAC MENTA ESTUCHES 192 GS;NO;24;1;UNIDAD
3321;L. MODIFICADA E/POLV FORTUNA B.X800GR;NO;12;1;UNIDAD
3407;TIC TAC TORMENTA 12 EST.192G;NO;24;1;UNIDAD
3527;KINDER CHOCOL ESTUC 10 UNID 50G;NO;16;1;UNIDAD
2778;LECHE NUTRILON PREMIUN 1 L800G;NO;12;1;UNIDAD
2785;LECHE NUTRILON PREMIUN 2 L800G;NO;12;1;UNIDAD
2911;LECHE NUTRILON PROFUTURA 4 X1000ML;NO;6;1;UNIDAD
46;SERENITO CRASH PACK X 200GS;NO;24;1;UNIDAD
365;QUESO LS CHUBUT BARRA X3KG;NO;3;1;UNIDAD
609;QUESO LS CHUBUT FRACC X500GS;NO;24;1;UNIDAD
993;YOGUR SER C/CEREAL POTE  165GS;NO;20;1;UNIDAD
6231;YOGUR SER F/DESC SACHET 1100GS;NO;15;1;UNIDAD
9903;YOGUR CALCIO + PACK 480GR;NO;12;1;UNIDAD
408;YOGUR GRIEGO PACK 200 GRS;NO;24;1;UNIDAD
219;QUESO LS RALLADO X80GS;NO;112;1;UNIDAD
706;QUESO LS CHEDDAR BARRA X2KG;NO;9;1;UNIDAD
256;LECHE LS +4 AÑOS U/ENT SAC 1L.;NO;16;1;UNIDAD
6957;YOGURISIMO CREMIX SAB P. 480GS;NO;12;1;UNIDAD
677;QUESO LS FINLANDIA CHEDDAR X200GS;NO;24;1;UNIDAD
707;LECHE LS FIBRA ULTRA DESC. SQ 1 L.;NO;16;1;UNIDAD
134;FLAN SERENITO PACK X 200 GS;NO;24;1;UNIDAD
534;CAPUCCINO LS-CABRALES UAT BRICK 1 L;NO;12;1;UNIDAD
2914;VITAL INFANTIL  VITAFE 1  X 800 GS;NO;12;1;UNIDAD
2921;VITAL INFANTIL VITAFE  2  X 800 GS;NO;12;1;UNIDAD
2938;VITAL INFANTIL VITAFE  3  X  800 G;NO;12;1;UNIDAD
1666;VIDACOL PACK X 400 GS;NO;12;1;UNIDAD
175;LECHE LS +4 AÑOS UAT ENTERA BRICK 1 L;NO;12;1;UNIDAD
1128;RICOTA GARCIA ENTERA X 500 GS;NO;18;1;UNIDAD
3459;KINDER JOY C/SORPRESA 48 UNID 960 GRS;NO;1;1;UNIDAD
446;DCE LS DE LECHE CLASICO X400GS;NO;12;1;UNIDAD
254;QUESO LS GRANA PAMPEANO  310 GS;NO;16;1;UNIDAD
226;QUESO LS GRANA PAMPEANO 1/4 HORMA 1.7 KS;NO;0;1;UNIDAD
915;LECHE GREAT VALUE ULTRA DESC X 1 L;NO;16;1;UNIDAD
4034;POSTRE SERENITO GRATIS;NO;20;1;UNIDAD
4075;VIDACOL GRATIS;NO;6;1;UNIDAD
4612;COPA CINDOR GRATIS;NO;20;1;UNIDAD
229;ACTIVIA SACHET 1100 GRS;NO;15;1;UNIDAD
272;QUESO LS DAMBO BARRA X3,5KG;NO;3;1;UNIDAD
1213;PROMO VELAS;NO;80;1;UNIDAD
125;YOGURISIMO ENT C/FRUTA POTE 180 GS;NO;20;1;UNIDAD
1003;HERMETICO MEDIA + 2 PACK CACI;NO;0;1;UNIDAD
1004;HERMETICO MEDI + 2 PACK ACTIV;NO;0;1;UNIDAD
1007;HERMETICO GRANDE + 2 SACHET ACTIV;NO;0;1;UNIDAD
425;ACTIVIA BATIDO ENTERO X 500 GS;NO;12;1;UNIDAD
3360;LECHE LS UAT P. DES/FOT  CARDIO PET X1L;NO;6;1;UNIDAD
3361;LECHE LA ARMONIA 12 LITROS GRATIS;NO;1;1;UNIDAD
510;ACTIVIA FIBRABALANCE PACK X 500 GS;NO;12;1;UNIDAD
3362;LECHE ARMONIA UAT P.DESC 2% X1L;NO;12;1;UNIDAD
661;QUESO LS FINLANDIA LIGH GRUY X200GS;NO;24;1;UNIDAD
3067;HUEVO DE PASCUA  X 150 GS;NO;6;1;UNIDAD
3664;HUEVO DE PASCUA MAGIC X 125 GS;NO;6;1;UNIDAD
3080;PACK FERRERO + SELFIE STICK;NO;1;1;UNIDAD
3559;KINDER SORPRESA NATOONS 48 UNI. X 960 GS;NO;8;1;UNIDAD
9971;YOGUR SER C/CEREALES CHOC. 164 GS;NO;20;1;UNIDAD
3653;QUESO LS RALLADO GRA.PAMP. X100 GS;NO;30;1;UNIDAD
1008;VIDACOL PACK 480 GR MANGO DURAZNO;NO;8;1;UNIDAD
735;QUESO LS REGGIANITO 7 M. 310 GS;NO;16;1;UNIDAD
1106;YOGUR SER FIRME POTE 190GR;NO;20;1;UNIDAD
5012;YOGURISIMO FIRME FORT X190GS;NO;20;1;UNIDAD
1289;SALCHICHA GJA IRIS LIGHT PAQ X 3 U.;NO;50;1;UNIDAD
3817;TIC TAC FRUTILLA 12 EST X 192 GS;NO;24;1;UNIDAD
314;QUESO LS CREMON PROC  UNTABLE P. 200GS;NO;24;1;UNIDAD
1288;SALCHICHA GJA IRIS  X10+2UNID;NO;10;1;UNIDAD
1011;YOGUR GRIEGO X 100 GS ARANDANO;NO;48;1;UNIDAD
837;ACTIVIA BATIDO ENT PACK 500 GRS;NO;12;1;UNIDAD
5038;KINDER CHOCOLATE T1 DISP 24 U. X 12.50G;NO;8;1;UNIDAD
348;LECHE LS CRECER 1 A 3 AÑOS X  1 L.;NO;12;1;UNIDAD
847;MORTADELA GJA IRIS FLIAR X300GS;NO;30;1;UNIDAD
3619;KINDER SORP MADAGASCAR 24 UNI S 504GS;NO;24;1;UNIDAD
10006;KINDER SORP MADAGASCAR 48 UNI X 1008G;SI;24;1;UNIDAD
3784;KINDER CHOCOLATE 10 EST X 500 GS;NO;0;1;UNIDAD
499;YOGUR SER COLCHON FRU-MOR C/CER 173G;NO;20;1;UNIDAD
660;QUESO CHUBUT LIGHT FRACC 500 GS;NO;12;1;UNIDAD
3886;PACK PROMO FERRERO C/BOLSO MATERO;NO;1;1;UNIDAD
1290;MORTADELA GI X3 KG + 3 UNID.X500GS;NO;2;1;UNIDAD
1508;YOGUR SACHET SIN CARGO  508;NO;16;1;UNIDAD
3466;QSO LS ESTILO PORT SALUT LIGH P.180GR;NO;24;1;UNIDAD
299;TIJERA LA SERENISIMA;NO;0;1;UNIDAD
298;VASO PLASTICO LA SERENISIMA;NO;0;1;UNIDAD
297;JARRO TERMICO LA SERENISIMA;NO;0;1;UNIDAD
986;YOGURISIMO STICK PACK 840 GS;NO;9;1;UNIDAD
1037;POSTRE DANETTE 120 GR;NO;20;1;UNIDAD
4007;MONEDA 0.50 CTVOS;NO;0;1;UNIDAD
442;YOGUR FIRME  12 S/CARGO;NO;20;1;UNIDAD
4104;SER FIRME CODIGO 104 S/CARGO;NO;20;1;UNIDAD
4801;CALCI FIRME CODIGO 801 S/CARGO;NO;20;1;UNIDAD
674;ALIMENTO LS LECHE/JUGO SQ 500 CC;NO;32;1;UNIDAD
1033;POSTRE DANETTE COPA 100 GS;NO;20;1;UNIDAD
11111;DEVOLUCION PERCEPCIONES;NO;0;1;UNIDAD
11112;POSTRE SERENITO C/CEREALES X 116 GS;NO;20;1;UNIDAD
679;QUESO FINLANDIA PROV/OLIV 200GS;NO;24;1;UNIDAD
7224;CINDOR X 250 CM SIN CARGO;NO;24;1;UNIDAD
1214;PROMO OJOTAS CINDOR;NO;0;1;UNIDAD
1216;PROMO OJOTAS C/ACTIVIA 500 GS;NO;1;1;UNIDAD
1215;PROMO TEJO;NO;1;1;UNIDAD
7095;POSTRE SERENITO VAIN. S/CARGO;NO;20;1;UNIDAD
7034;POSTRE SERENITO COMB S/CARGO;NO;20;1;UNIDAD
1026;POSTRE SERENITO C/GALLET 116S;NO;20;1;UNIDAD
120;BOLSA YOGURI FIRME 3 X 190GS;NO;6;1;UNIDAD
417;LECHE LS ULTRA DESC E/CALCIO DHA SQ 1L;NO;16;1;UNIDAD
188;LECHE LS ULTRA ENTERE E/CALCIO DHA SAC1L;NO;16;1;UNIDAD
416;LECHE LS ULTRA ENTERA E/CALCIO DHA SQ 1L;NO;16;1;UNIDAD
189;LECHE LS ULTRA DESC E/CALCIO DHA SAC 1L;NO;16;1;UNIDAD
3923;PACK INTRODUCCION FERRERO;NO;0;1;UNIDAD
7423;YOGU FORT ENT SACHET 1300GS S/CARGO;NO;12;1;UNIDAD
7012;YOGURISIMO FIRME FORT 190GS S/CARGO;NO;20;1;UNIDAD
3821;HUEVO PASCUA KINDER LEI 6U 900GS;NO;6;1;UNIDAD
3838;HUECO PASCUA KINDER LUI 6U 900GS;NO;6;1;UNIDAD
7135;YOGURISIMO C/CEREALES 166GS S/CARGO;NO;20;1;UNIDAD
7371;CASANCREM POTE 300G S/CARGO;NO;12;1;UNIDAD
7515;YOG.ENTERO  SACHET 1.L S/CARGO;NO;15;1;UNIDAD
7957;YOG. CREMIX PACK 480 GS S/CARGO;NO;12;1;UNIDAD
3847;HUEVO PAS KINDER PONY 8U X 800G;NO;8;1;UNIDAD
1017;POSTRE SERENITO C/SORP 110 GS;NO;20;1;UNIDAD
7508;YOGUR SACHET X 1 L S/CARGO;NO;16;1;UNIDAD
503;PORTASACHET L.S.;NO;1;1;UNIDAD
273;POSTRE DANET PACK X 2 230GS;NO;24;1;UNIDAD
184;FLAN DANETTE CREM.PACK X2 230GS;NO;24;1;UNIDAD
117;LECHE LS ULT/ENT/CAL/VIT B SACHET 1 L;NO;16;1;UNIDAD
119;LECHE  LS DESC UP C/CAL B9 SACHET X 1L;NO;16;1;UNIDAD
932;FLAN SERENITO FORT. PACK 2 X 210GS;NO;24;1;UNIDAD
3077;PACK PROMO FERRERO DETEC LINTER;NO;1;1;UNIDAD
1042;DCE LS DE LECHE COLONIAL X250GS;NO;12;1;UNIDAD
1123;CREMA LS PAST FUENT A-E X 200 GS;NO;24;1;UNIDAD
1449;LECHE LS DESC.F/ABD X 1 L.;NO;16;1;UNIDAD
1210;LECHE LS DESC U/FT/C.A.C 1 L.;NO;16;1;UNIDAD
1205;LECHE LSZ U/FT. HIERR A.C. Y D 1 L.;NO;16;1;UNIDAD
705;QUESO LS RALLADO BOLSA X 120 GS;NO;63;1;UNIDAD
692;QUESO LS RALLADO X200GS;NO;54;1;UNIDAD
11342;QUESO LS RALLADO BLSA X 200GS;NO;24;1;UNIDAD
1124;MANTECA LS  EXTRA CON  VIT A-E 200GS;NO;10;1;UNIDAD
1088;LECHE LS UAT ENT VIT B9 BRICK X1L;NO;12;1;UNIDAD
1085;LECHE LS UAT C/FE VIT B9 BRICK X1L;NO;12;1;UNIDAD
1345;LECHE LS ENT VIT B9 BOT X1L;NO;8;1;UNIDAD
1346;LECHE LS UAT DESC E/C VIT B9 BOT X1L;NO;8;1;UNIDAD
11343;L. POLVO LS DESC. VIT B9 EST. 400GS;NO;10;1;UNIDAD
1623;LECHE LS UAT DESC E/H VIT B9 BRICK X1L;NO;12;1;UNIDAD
1621;LECHE LS UAT DESC E/C VIT B9 BRICK X1L;NO;12;1;UNIDAD
1270;MANTECA LS EXT. CON VIT A-E X 500GS;NO;10;1;UNIDAD
1282;LECHE LS ENT C/AZU FORT B9  SLIM 200GS;NO;24;1;UNIDAD
4000;AJUSTE;NO;0;1;UNIDAD
4001;VALEPOR  50 CTVOS.;NO;0;1;UNIDAD
1966;LECHE EN POLVO LS DESC X200GS;NO;40;1;UNIDAD
9423;YOGURISIMO FORT C/H ENT S. X 1.300G.;NO;12;1;UNIDAD
6515;YOGURISIMO FORT ENT S. X 1.100 GS;NO;15;1;UNIDAD
1028;SERENITO MUNDIAL 117 GS VAIN;NO;20;1;UNIDAD
1314;QUESO LS CREMON VIT A-D X200GS;NO;24;1;UNIDAD
1629;QUESO LS SARDO VIT FRACC X280GS;NO;18;1;UNIDAD
1743;QUESO LS PROVOLONE FRACC X300GS;NO;16;1;UNIDAD
1460;QUESO LS PORT SAL A-D  UNT 200GS;NO;24;1;UNIDAD
1459;QUESO LS PORT SALUT LIGHT X200GS;NO;24;1;UNIDAD
1735;QUESO LS REG 7 MES VIT A-D X310GS;NO;16;1;UNIDAD
1985;QUESO LS ROMANO VIT A-D X300GS;NO;16;1;UNIDAD
5508;YOGURISIMO SACHET IMBATIBLE X 1000GS;NO;16;1;UNIDAD
9430;ALIM LACT DANONINO BEB FORT 185GS;NO;35;1;UNIDAD
9973;YOGUR SER FORTIF VIT A X 1 LT;NO;16;1;UNIDAD
9827;ALIM LAC DANONINO FOT PACK X 400GS;NO;12;1;UNIDAD
11344;MANTECA L.S LIGHT UNTABLEVIT A Y E X 200;SI;24;1;UNIDAD
9333;YOGURISIMO GO FORT BOT 180 GS;NO;35;1;UNIDAD
6234;YOGUR SER FORT DESC SACHET 1000GR;NO;17;1;UNIDAD
9332;YOGUR SER LIBRE FORT BOT  185GS;NO;35;1;UNIDAD
9820;YOGUR BEBIBLE FORT CALC B.185GS;NO;35;1;UNIDAD
11345;CREMA LS UAT VIT A-E CART 200 CM3;NO;30;1;UNIDAD
1549;CREMA DE LECHE LS UAT X200CC;NO;30;1;UNIDAD
6687;YOGURISIMO F C/CER Y COL X161GS;NO;20;1;UNIDAD
9253;ACTIVIA ENTERO PACK 250GS;NO;24;1;UNIDAD
9425;ACTICIA PACK ENT X 500 GS;NO;12;1;UNIDAD
9510;ACTIVIA FIBRABALANCE PACK X 500GS;NO;12;1;UNIDAD
9222;ACTIVIA BEBIBLE BOTELL 185 GS;NO;35;1;UNIDAD
11347;ACTIVIA SACHET X 1100 GS;NO;15;1;UNIDAD
9229;ACTIVIA SACHET X 1100 GS;NO;15;1;UNIDAD
9455;ACTIVIA SACHET X 700 GS;NO;20;1;UNIDAD
654;QUESO FINLANDIA LS AL VERDEO X 200 GS;NO;24;1;UNIDAD
1131;QUESO CREMA CASAMCREM LIGHT X500GS;NO;12;1;UNIDAD
1202;QUESO CREMA CASAMCREM ENT X300GS;NO;12;1;UNIDAD
1130;QUESO CREMA CASAMCREM ENT X500GS;NO;12;1;UNIDAD
1203;QUESO CREMA CASAMCREM LIGHT X300GS;NO;12;1;UNIDAD
1805;LA SERENISIMA 1 BABY X200ML;NO;30;1;UNIDAD
1806;LA SERENISIMA 2 BABY X200ML;NO;30;1;UNIDAD
1803;LECHE LS CRECER 1 A 3 AÑOS BRIK 250CC;NO;27;1;UNIDAD
1804;LA SERENISIMA XBABY 3 X1000ML;NO;12;1;UNIDAD
1643;RICOTA LS ENTERA  SACHET X500GS;NO;18;1;UNIDAD
9908;YOGURT ENT FORT FIRME  X250GS;NO;24;1;UNIDAD
9012;YOGURISIMO FIRME FORT 190GS;NO;20;1;UNIDAD
6512;YOGURISIMO FIRME FORT 190GS;NO;20;1;UNIDAD
9957;YOGURISIMO CREMIX FORT PACK 480GS;NO;12;1;UNIDAD
689;QUESO LS PATEGRAS FRACC 250GS;NO;20;1;UNIDAD
694;QUESO LS CHUBUT VIT A-D FRACC 250GS;NO;24;1;UNIDAD
