CodigoArticulo;DescripcionArticulo;Anulado;UnidadesXBulto;ValorUMedida;UnidadMedida
9820;YOGUR BEBIBLE FORT CALC B.185GS;NO;35;1;UNIDAD
6687;YOGURISIMO F C/CER Y COL X161GS;NO;20;1;UNIDAD
9253;ACTIVIA ENTERO PACK 250GS;NO;24;1;UNIDAD
9425;ACTICIA PACK ENT X 500 GS;NO;12;1;UNIDAD
9510;ACTIVIA FIBRABALANCE PACK X 500GS;NO;12;1;UNIDAD
9222;ACTIVIA BEBIBLE BOTELL 185 GS;NO;35;1;UNIDAD
11347;ACTIVIA SACHET X 1100 GS;NO;15;1;UNIDAD
9229;ACTIVIA SACHET X 1100 GS;NO;15;1;UNIDAD
9455;ACTIVIA SACHET X 700 GS;NO;20;1;UNIDAD
1131;QUESO CREMA CASAMCREM LIGHT X500GS;NO;12;1;UNIDAD
1202;QUESO CREMA CASAMCREM ENT X300GS;NO;12;1;UNIDAD
1130;QUESO CREMA CASAMCREM ENT X500GS;NO;12;1;UNIDAD
1203;QUESO CREMA CASAMCREM LIGHT X300GS;NO;12;1;UNIDAD
1805;LA SERENISIMA 1 BABY X200ML;NO;30;1;UNIDAD
1806;LA SERENISIMA 2 BABY X200ML;NO;30;1;UNIDAD
1803;LECHE LS CRECER 1 A 3 AÑOS BRIK 250CC;NO;27;1;UNIDAD
1804;LA SERENISIMA XBABY 3 X1000ML;NO;12;1;UNIDAD
9908;YOGURT ENT FORT FIRME  X250GS;NO;24;1;UNIDAD
9012;YOGURISIMO FIRME FORT 190GS;NO;20;1;UNIDAD
6512;YOGURISIMO FIRME FORT 190GS;NO;20;1;UNIDAD
9957;YOGURISIMO CREMIX FORT PACK 480GS;NO;12;1;UNIDAD
685;YOGURISIMO C/CEREAL Y COLC 161GS;NO;20;1;UNIDAD
4004;MONEDA $4;NO;0;1;UNIDAD
4002;MONEDA $ 2;NO;0;1;UNIDAD
7530;DANETTE SIN CARGO;NO;0;1;UNIDAD
7158;FLAN SER SIN CARGO;NO;20;1;UNIDAD
3846;HUEVO PAS KINDER 8 UNID STARS WARS 800G;NO;8;1;UNIDAD
9901;SER YOGUR CALCI + PACK X 240GS;NO;24;1;UNIDAD
9923;YOGUR SER TETRA BRICK  X 1L;NO;16;1;UNIDAD
9924;YOGURISIMO TETRA BRICK X 1L;NO;16;1;UNIDAD
3013;TIC TAC MANZ/MARAC 12 X 192GS;NO;24;1;UNIDAD
3602;KINDER SORPRESA BAR/WHE X 24U 38;NO;1;1;UNIDAD
1140;PROMO MUÑECO PACHORRRA;NO;1;1;UNIDAD
3074;PACK PROMO FERRERO +CJA HERRAM;NO;1;1;UNIDAD
1035;POSTRE DANETE ALFJ CHOC 120GS;NO;20;1;UNIDAD
12;YOGUR FIRME FORTIF. C/H X 190G;NO;20;1;UNIDAD
104;SER FIRME F POTE 195 GRS;NO;20;1;UNIDAD
135;YOGURISIMO C/CEREALES X 166GRS;NO;20;1;UNIDAD
5334;YOGURISIMO GO STAR WARS B. X 185G;NO;35;1;UNIDAD
5423;YOGURISIMO SACHET IMBATIBLE 1.300GS;NO;12;1;UNIDAD
430;DANONINO BEBIBLE /F BOT. X 200GR;NO;35;1;UNIDAD
455;ACTIVIA SACHET X 700 GS;NO;20;1;UNIDAD
820;YOGUR SER BEB CALCIO+BOT.190G;NO;35;1;UNIDAD
823;YOGURISIMO CREMIX PACK X 750 GR;NO;8;1;UNIDAD
908;YOGURISIMO FIRME AVENGERS X 500GS;NO;12;1;UNIDAD
957;YOGURISIMO CREMIX SAB P. 480 GS;NO;12;1;UNIDAD
973;SER YOGUR FORT/DESC. SACHET X 900 GS;NO;16;1;UNIDAD
9608;YOGURISIMO ENT FIRME +FORT 125GS;NO;48;1;UNIDAD
827;ALIM LAC DANONINO FOT PACK X 400GS;NO;12;1;UNIDAD
1104;SER FIME FORT. POTE 195GRS.;NO;20;1;UNIDAD
9135;YOGURISIMO C/CEREALES X 166GRS;NO;20;1;UNIDAD
9512;YOGURISIMO FIRME FORT 190GS;NO;20;1;UNIDAD
9515;YOGURISIMO FORT ENT S. X 1.100GS;NO;15;1;UNIDAD
9685;YOGURISIMO C/CEREAL Y COLC X161GS;NO;20;1;UNIDAD
9823;YOGURISIMO CREMIX PACK X 750GR;NO;8;1;UNIDAD
9657;YOGURISIMO CREMIX SABORIZADO X  120G;NO;48;1;UNIDAD
9158;FLAN SER TENTACION PACK 190GS;NO;24;1;UNIDAD
435;YOGURISIMO PACHORRA BOT 185 GS;NO;35;1;UNIDAD
1038;POSTRE DANETTE C/ROCKL 120GS;NO;20;1;UNIDAD
9925;YOGURISIMO BIG SIZE CREMIX 960 GS;NO;8;1;UNIDAD
1204;QUESO MANTECREM POTE 190GS;NO;12;1;UNIDAD
2930;LECHE NUTRILON 2 PROFUTURA X800GS;NO;12;1;UNIDAD
2950;LECHE 03 VITAL INFANTIL X200ML;NO;30;1;UNIDAD
2942;LECHE NUTRILON 1 PROFUTURA X800GS;NO;12;1;UNIDAD
991;LECHE CINDOR MID X 1 L.;NO;12;1;UNIDAD
9400;LA SERENISIMA FRESH 850 GRS;NO;18;1;UNIDAD
9105;YOGUR SER DESC JOYFUL C/FRT X 125GS;NO;12;1;UNIDAD
3018;TIC TAC MANZAN VERD 12 X 192GS;NO;24;1;UNIDAD
2451;LECHE NUTRILON 4 PROFUTURA X800GS;NO;12;1;UNIDAD
1206;CASAMCREM DULCECREM 190 GS;NO;12;1;UNIDAD
3603;KINDER SORPRESA MINIONS X 24U 480GS;NO;1;1;UNIDAD
3604;KINDER SORPRESA MINIONS X 48 U 960GS;NO;1;1;UNIDAD
5316;DANETTE 95 GR;NO;72;1;UNIDAD
9011;YOGURISIMO CRUNCH C/CONF 170GS;NO;20;1;UNIDAD
9013;YOGURISIMO CRUNCH C /C. CHOC 170GS;NO;20;1;UNIDAD
891;MI PRIMER YOGURISIMO X120GR;NO;20;1;UNIDAD
3081;PACK PROMO FERRERO + JARRO TERMICO;NO;1;1;UNIDAD
1207;BOLSACREM 690GS;NO;6;1;UNIDAD
5525;LA SERENISIMA BABY 1 X750GS;NO;12;1;UNIDAD
2826;LA SERENISIMA BABY 2 X750GS;NO;12;1;UNIDAD
2833;LA SERENISIMA BABY 3 X750GS;NO;12;1;UNIDAD
2932;LA SERENISIMA BABY 4 X750GS;NO;12;1;UNIDAD
2840;CEREAL NUTRILON PROF ARROZ X 200G;NO;0;1;UNIDAD
2871;CEREAL NUTRILON ARR BAN MAN X 200GS;NO;0;1;UNIDAD
2864;LECHE 5 NUTRILON PROF CERE  X200ML;NO;6;1;UNIDAD
9927;YOGUR SER BIG SIZE CREMIX X 960GRS;NO;8;1;UNIDAD
6953;YOGUR SER BATIDO X 85GS;NO;72;1;UNIDAD
6954;YOGURISIMO BATIDO X 85GS;NO;72;1;UNIDAD
536;POSTRE DANET SALSAS X 180 GRS.;NO;36;1;UNIDAD
3079;PACK PROMO FERRERO + POWERBANK;NO;1;1;UNIDAD
2920;LECHE NUTRILON 3 PROFUTURA X800GS;NO;12;1;UNIDAD
3605;KINDER SORPRESA TRANSFORMERS 24U X 480GS;NO;8;1;UNIDAD
3606;KINDER SORPR SIRENA X 96UNID X 1920GS;NO;8;1;UNIDAD
9656;YOGURISIMO TETRABRICK 1KG;NO;12;1;UNIDAD
9926;YOGUR SER TETRABRICK 1 KG;NO;12;1;UNIDAD
6131;YOGURISIMO CRUNCH C/CHOC 160GR;NO;20;1;UNIDAD
5315;FLAN DANETTE 190 GS.;NO;24;1;UNIDAD
561;POSTRE DANETTE TORTAS PACK 180GR;NO;24;1;UNIDAD
610;POSTRE SER MARQUISE PACK 180GR;NO;24;1;UNIDAD
5335;YOGURISIMO 3 EN 1 BOT. 185GS;NO;35;1;UNIDAD
7910;YOGURISIMO 3 EN 1 X 290GS;NO;24;1;UNIDAD
6424;PROMO YOGU.FORTI ENTERO/SACHET 1300 GS;NO;12;1;UNIDAD
6523;YOGUR BATIDO LA ANONIMA X 120GR;NO;48;1;UNIDAD
409;POSTRE SERENITO BOMB CROC X 118GS;NO;20;1;UNIDAD
9993;YOGUR SER C/CEREAL 181 GRS;NO;20;1;UNIDAD
1333;YOGUR DESC C/MUESLIX 181GS;NO;20;1;UNIDAD
3082;CAJA DE HERRAMIENTAS+EXHIBIDORES;NO;0;1;UNIDAD
2910;LECHE 4 NUTRILON PROFUTURA X200ML;NO;30;1;UNIDAD
3616;KINDER SORP PONY X 24 UNI...480GS;NO;8;1;UNIDAD
3615;KINDER SORP STAR WARS X 24 UNID X 480GR;NO;0;1;UNIDAD
936;LECHE SERENITO CHOCOLATADA 1 L;NO;12;1;UNIDAD
3025;TIC TAC BANANA 12 EST X 192GS;NO;24;1;UNIDAD
9016;YOGURISIMO ENT  C/GRANOLA X 157GS;NO;20;1;UNIDAD
9017;YOGURISIMO ET CEREAL C/FRUT X 164GS;NO;20;1;UNIDAD
1039;POSTRE DANETTE COPA  X 100GS;NO;20;1;UNIDAD
9538;YOGUR SER 3 EN 1 X 240 GS;NO;24;1;UNIDAD
9108;YOGUR SER BAT C/FRUT X 120GS;NO;48;1;UNIDAD
6010;YOGURISIMO BATIDO C/FRUTAS X 150GS;NO;20;1;UNIDAD
970;LUNCHERA DANONINO;NO;1;1;UNIDAD
9650;YOGURISIMO BOTELLON X 900 GRS;NO;15;1;UNIDAD
9612;YOGURISIMO BATIDO FFS 150 GRS;NO;48;1;UNIDAD
6014;YOGURISIMO NATURAL C/AZUC X 190GR;NO;20;1;UNIDAD
6015;YOGURISIMO NATURAL POTE 250GR;NO;20;1;UNIDAD
9018;YOGURISIMO ET CEREALES C/FR 157GR;NO;20;1;UNIDAD
6020;YOGURT NT. LS ORIGINAL 200 GRS;NO;20;1;UNIDAD
6022;YOGURISIMO LS ENT ORIG C/FRUT X 200GRS;NO;20;1;UNIDAD
1403;QUESO CASAMCREM DESL POTE 300GS;NO;12;1;UNIDAD
1358;GRAN COMPRA CREMIX X 120 GS;NO;48;1;UNIDAD
3634;LECHE LS BABY BOLSA 1 X800GRS;NO;8;1;UNIDAD
3641;LECHE LS BABY BOLSA 2 X800GRS;NO;8;1;UNIDAD
2314;LECHE VITAL 1 NUTRIPLUS X 1 KG;NO;12;1;UNIDAD
3504;LECHE LS BABY 4 BRICK X 200ML;NO;30;1;UNIDAD
5572;LECHE LS BABY 4 X 800 GR;NO;8;1;UNIDAD
5656;LECHE LS BABY 3  800GR;NO;8;1;UNIDAD
1226;SER NATURAL 177 GR;NO;20;1;UNIDAD
6122;YOGURISIMO C/CEREALES CHOC X150GR;NO;20;1;UNIDAD
3481;NUTRILON CEREAL  5 CER. REG. 180G;NO;12;1;UNIDAD
3498;CEREAL NUTRILON FRUTAS 180G;NO;12;1;UNIDAD
3519;CEREAL NUTRILON 5 CER S/AZU 150G;NO;12;1;UNIDAD
1494;DANONINO FFS 80.5 GR;NO;72;1;UNIDAD
1155;YSS LECHE CULTIVADA X 700GR;NO;22;1;UNIDAD
6009;YOGURISIMO FIRME C/CREMA P. 140GR;NO;20;1;UNIDAD
1132;QUESO CREMA CASAMCREM X 480GR;NO;12;1;UNIDAD
1374;GRAN COMPRA FIRME X 140GR;NO;20;1;UNIDAD
1392;GRAN COMPRA ENT SACHET X 220GR;NO;68;1;UNIDAD
6011;YOGURISIMO BAT C/FRUTAS P. X 140GR;NO;20;1;UNIDAD
6023;YOGUR LS DESC ORIGINAL X 200GR;NO;20;1;UNIDAD
6024;YOGUR LS DESC ORIGINAL C/FRUT X 200GR;NO;20;1;UNIDAD
9996;YOGUR SER C/CEREAL POTE 149 GR;NO;20;1;UNIDAD
1108;YOGUR SER FIRME POTE 190 GR;NO;20;1;UNIDAD
3030;POSTRE SER X 100 GR;NO;48;1;UNIDAD
9652;LECHE DE ALMENDRAS SILK ORIGINAL X946ML;NO;6;1;UNIDAD
6909;YOGURISIMO ENT FIRM FORT X 480GS;NO;12;1;UNIDAD
9956;SER CRUNCH BERRIS 155GR;NO;20;1;UNIDAD
1218;QUESO GARCIA X 290 GR;NO;12;1;UNIDAD
9659;YOGURISIMO CREMIX X 95GR;NO;48;1;UNIDAD
9701;YOPRO POTE X 200GR;NO;12;1;UNIDAD
9945;SER TROPICAL X155 GR;NO;20;1;UNIDAD
1234;SER NATURAL X 130GR;NO;20;1;UNIDAD
1156;YYS LECHE CULTIV DESLAC X 700GR;NO;22;1;UNIDAD
9224;ACTIVIA SHOT X 100GR;NO;48;1;UNIDAD
9654;LECHE DE ALMENDRAS SILK X190ML;NO;15;1;UNIDAD
2940;LECHE NUTRILON PREM 1 LATA X400GR;NO;24;1;UNIDAD
9223;ACTIVIA POTE 130 GR;NO;20;1;UNIDAD
9008;YOGURISIMO SACHET X 220 GR;NO;68;1;UNIDAD
3410;LECHE NUTRILON PROFUT 2 LAT X400GR;NO;24;1;UNIDAD
9580;ACTIMEL 0% X 100GRS;NO;48;1;UNIDAD
1375;GRAN COMPRA POSTRE X 100GS;NO;48;1;UNIDAD
1219;QUESO CASAMCREM CIBOULLET X 200GR;NO;12;1;UNIDAD
1225;QUESO CASANCREM INTENSO X200GR;NO;12;1;UNIDAD
1221;QUESO CASANCREM JAMON X200GR;NO;12;1;UNIDAD
1393;GRAN COMPRA CON CEREALES X 159GR;NO;20;1;UNIDAD
5575;VIDACOL BEBIBLE X 100 CM3;NO;48;1;UNIDAD
6403;DANONINO BEBIBLE BOT X 100GR;NO;48;1;UNIDAD
6958;YOGURISIMO CREMIX FORT X 480GR;NO;12;1;UNIDAD
6911;YOGURISIMO ENT FIRME PACK X480GR;NO;12;1;UNIDAD
9610;YOGURISIMO ENT FIR  X120GR;NO;48;1;UNIDAD
9655;YOGURISIMO CREMIX SABORIZ X120GR;NO;48;1;UNIDAD
6019;YOGURISIMO NATURAL C/AZUCAR X 190GR;NO;20;1;UNIDAD
5754;VITAL 1 POUCH 375GR;NO;10;1;UNIDAD
5756;VITAL 2 POUCH X 375GR;NO;10;1;UNIDAD
5758;VITAL 3 POUCH 375GR;NO;10;1;UNIDAD
5780;VITAL VITAMINA C. X 800GR;NO;12;1;UNIDAD
1248;QUESO CASAMCREM LIGERO X200GR;NO;20;1;UNIDAD
1495;DANONINO SACHET X900GR;NO;17;1;UNIDAD
6007;YOGURISIMO ARTESANAL POT X140GR;NO;20;1;UNIDAD
6013;YOGURISIMO FIRME +FORT X190GR;NO;20;1;UNIDAD
6509;YOGURISIMO FORT ENT SACHET X1000GR;NO;17;1;UNIDAD
9009;YOGURISIMO SACHET X220GR;NO;68;1;UNIDAD
9666;YOGURISIMO TETRABRICK X1KG;NO;12;1;UNIDAD
5766;LS LECHE CRECER LATA X800GR;NO;12;1;UNIDAD
1394;GRAN COMPRA C/CEREALES DESC 175GR;NO;20;1;UNIDAD
6030;YOGURISIMO FIRME DESC X190GR;NO;20;1;UNIDAD
6129;YOGURISIMO  +FORT C/CEREAL 166GR;NO;20;1;UNIDAD
1496;DANONINO FFS 80.5GR;NO;72;1;UNIDAD
9642;ALIM LIQ A/BASE DE COCO S/AZ SILK 946ML;NO;6;1;UNIDAD
1109;YOGUR SER FIRME X190GR;NO;20;1;UNIDAD
9014;MI PRIMER YOGURISIMO X120GR;NO;48;1;UNIDAD
1217;QUESO CREMA CASANCREM INTENSO X290GR;NO;12;1;UNIDAD
9226;YOPRO POSTRE X120GR;NO;20;1;UNIDAD
9643;LECHE DE ALMENDRAS SILK X946ML;NO;6;1;UNIDAD
5790;LECHE VITAL 1 POUCH 1000GR;NO;8;1;UNIDAD
5791;LECHE VITAL 2 POUCH 1000GR;NO;8;1;UNIDAD
5043;POSTRE  SERENITO COMB 120GR;NO;20;1;UNIDAD
5336;YOGURISIMO GO BOT X185GR;NO;35;1;UNIDAD
6432;DANONINO BEBIBLE 185GR;NO;35;1;UNIDAD
9157;FLAN SER 95GR;NO;48;1;UNIDAD
9644;ALIM LIQ A/BASE DE AVE SILQ X946ML;NO;6;1;UNIDAD
3029;POSTRE SER X 100GR;NO;48;1;UNIDAD
9645;ALIM LIQ A BASE DE ALMEN SILK X1L;NO;12;1;UNIDAD
1466;TTS PROMO TUPPER;NO;1;1;UNIDAD
1467;CASANCREM  TUPPER;NO;1;1;UNIDAD
1998;LUNCHERAS PROMOCION DANONINO;NO;1;1;UNIDAD
6405;DANONINO BEBIBLE BOT X 100GS;NO;48;1;UNIDAD
6033;YOGUR LS CLASICO SACHET DESC X900GR;NO;17;1;UNIDAD
6034;YOGUR LS CLASICO SACHET ENT X900GR;NO;17;1;UNIDAD
6036;YOGUR ENT LS CLASICO X190GR;NO;20;1;UNIDAD
6037;YOGUR C/CER DESC LS CLASICO X157GR;NO;20;1;UNIDAD
6038;YOGUR C/CER ENT LS CLASICO X159GR;NO;20;1;UNIDAD
1112;QSO CREM CASAMCREM ENT FORT X200GR;NO;12;1;UNIDAD
1113;QSO CREM CASAMCREM LIGHT FORT X200GR;NO;12;1;UNIDAD
1136;QSO CREM CASANCREM ENT FORT X480GR;NO;12;1;UNIDAD
1137;QSO CREM CASANCREM LIGHT FORT X480GR;NO;12;1;UNIDAD
1231;QSO CREM CASANCREM ENT FORT X290GR;NO;12;1;UNIDAD
1232;QSO CREM CASANCREM LIHGT FORT X290GR;NO;12;1;UNIDAD
5042;POSTRE SERENITO  X1  100GR;NO;48;1;UNIDAD
5049;FLAN SERENITO C/CARAMELO X100GR;NO;48;1;UNIDAD
1361;GRAN COMPRA BATIDO ENT  120GR;NO;48;1;UNIDAD
6032;YOGUR LS CLASICO BATIDO ENT 120GR;NO;48;1;UNIDAD
6035;YOGUR LS CLASICO FIRME ENT X120GR;NO;48;1;UNIDAD
5040;POSTRE SERENITO CHOCOB 118GR;NO;20;1;UNIDAD
5041;POSTRE SERENITO C/CONFIT X120GR;NO;20;1;UNIDAD
5044;POSTRE SERENITO POTE  X120GR;NO;20;1;UNIDAD
6021;YOGURISIMO ENT FIR B9 ZINC X 190GR;NO;20;1;UNIDAD
6124;YOGURISIMO C/CER B9 ZINC X166GR;NO;20;1;UNIDAD
9342;YOGUR SER C/CER PROBIOT 166GR;NO;20;1;UNIDAD
6027;YOGURISIMO SACHET B9 ZINC 220GR;NO;68;1;UNIDAD
6123;YOGURISIMO C/ROKLETS B9 ZINC 164GR;NO;20;1;UNIDAD
9343;YOGUR CALCI+ POTE X120GR;NO;48;1;UNIDAD
9344;YOGUR SER BATIDO 140GR;NO;48;1;UNIDAD
9345;YOGUR SER FIRME PROBIOT 190GR;NO;20;1;UNIDAD
9346;YOGUR SER SACHET PROBIOT X 1000GR;NO;17;1;UNIDAD
6028;YOGURISIMO ENT NATURAL X190GR;NO;20;1;UNIDAD
1242;CASANCREM INTENSO SAB ORIG X290GR;NO;12;1;UNIDAD
1246;CASANCREM INTENSO ORIGINAL X200GR;NO;12;1;UNIDAD
6960;YOGURISIMO CREMIX B9 ZINC  480GS;NO;12;1;UNIDAD
9340;YOGUR SER NAT PROBIOTICOS 177GR;NO;20;1;UNIDAD
9341;YOGUR SER C/CER BERRIES 155GR;NO;20;1;UNIDAD
6025;YOGURISIMO ENT FIRME B9 ZINC 120GR;NO;48;1;UNIDAD
9335;YOGUR SER BOTELLA X 190GR;NO;35;1;UNIDAD
9347;YOGUR SER NAT X 300GR;NO;12;1;UNIDAD
9667;YOGURISIMO TETRABRIX B9 ZINC X1KG;NO;12;1;UNIDAD
6044;YOGUR ENT LS CLAS C/FRUT X140GR;NO;20;1;UNIDAD
6039;YOGURISIMO EST GRIEGO FORT 125GR;NO;12;1;UNIDAD
6050;DANONINO BOTELLITA 100GR;NO;48;1;UNIDAD
6051;DANONINO BOTELLITA 185GR;NO;35;1;UNIDAD
5319;DANETTE POSTRE LAC SAB INT X 95GR;NO;72;1;UNIDAD
1249;QUESO CASANCREM LIGERO 200GR;NO;12;1;UNIDAD
6040;MI PRIMER YOGURISIMO BATIDO X120GR;NO;48;1;UNIDAD
9160;SER GELATINA 105GR;NO;48;1;UNIDAD
1243;QUESO CREMA CASAMC CIBOUL X200GR;NO;12;1;UNIDAD
1244;QUESO CREMA CAMC INT JAM X200GR;NO;12;1;UNIDAD
9221;ACTIVIA YOGUR C/PROBIO X 1L;NO;17;1;UNIDAD
9646;QUESO SILK CASTAÑA DE CAJU 200GR;NO;22;1;UNIDAD
9647;QUESO SILK CAST DE CAJU CIB 200GR;NO;22;1;UNIDAD
5320;DANETTE POSTRE C/COOKIES 116GR;NO;20;1;UNIDAD
6080;YOGURISIMO NAT S/AZUCAR 300GR;NO;12;1;UNIDAD
9227;ACTIVIA YOGUR PROBIOT P.125GR;NO;48;1;UNIDAD
9575;ACTIMEL ENT 100GR;NO;48;1;UNIDAD
9576;ACTIMEL DESC 100GR;NO;48;1;UNIDAD
6433;DANONINO CHOCOLATADA X 200ML;NO;24;1;UNIDAD
1241;QUESO CASAMCREM INT LIGHT 290GR;NO;12;1;UNIDAD
1245;QUESO CASANCREM INT LIGHT200GR;NO;12;1;UNIDAD
5321;POSTRE DANETTE C/CHOC 116GR;NO;20;1;UNIDAD
9349;YOGUR CALC + PROB DESC BOT 100GR;NO;48;1;UNIDAD
5779;LECHE NUTRILON 3 POUCH 1200GR;NO;10;1;UNIDAD
5789;LECHE VITAL FIBRA PLUS LATA 775GR;NO;12;1;UNIDAD
1223;QUESO BLANCO GARCIA 290GR;NO;12;1;UNIDAD
6045;YOGUR GARCIA DESC SACHET X 900GR;NO;17;1;UNIDAD
6046;YOGUR GARCIA DESC X 140GR;NO;20;1;UNIDAD
9156;POSTRE SER MOUSSE POTE X 70GR;NO;20;1;UNIDAD
9348;YOGUR SER CAL + SACHET X 1000GR;NO;17;1;UNIDAD
9534;DANETTE MOUSSE X80GR;NO;20;1;UNIDAD
6047;QSO GARCIA EXTRA VIT  290GR;NO;12;1;UNIDAD
9161;CHOCOLATADA SERENITO 200ML;NO;24;1;UNIDAD
6516;YOGUR LA ANONIMA SACHET X1000GR;NO;17;1;UNIDAD
1497;DANONINO YOGUR FFS 80.5 GR;NO;72;1;UNIDAD
6026;YOGURISIMO ENT FIRME VIT B3 X190GR;NO;20;1;UNIDAD
9535;POSTRE DANETTE COPA X100GR;NO;20;1;UNIDAD
6517;YOGUR LA ANONIMA BAT. X120GR;NO;48;1;UNIDAD
9352;YOGUR SER CAL + SACHET X1000GR;NO;17;1;UNIDAD
9402;LECHE VITAL 3 LATA 800GS;NO;12;1;UNIDAD
9403;LECHE VITAL 2 LATA 800GS;NO;12;1;UNIDAD
6520;YOGURISIMO ENT. SACHET VIT 1000GR;NO;17;1;UNIDAD
6055;YOGUR LS CLAS. VIT ENT SACHET 900GR;NO;17;1;UNIDAD
6064;QSO CREMA CASANCREM ENT VIT 290GR;NO;12;1;UNIDAD
6065;QSO CREMA CASANCREM LIGHT VIT 290GR;NO;12;1;UNIDAD
6066;QSO BLANCO LS CLASICO ENT X290GR;NO;12;1;UNIDAD
6067;QSO BLANCO LS CLASICO LIGHT X290GR;NO;12;1;UNIDAD
6068;SERENITO GELATINA C/VIT X105GR;NO;48;1;UNIDAD
9360;YOGUR DIET DESC C/FITES FORT 100GR;NO;48;1;UNIDAD
9361;YOGUR DIET DESC C/FITOES FORT 400GR;NO;12;1;UNIDAD
6070;QSO CREMA ENT C/VIT B9 A Y D X480GR;NO;12;1;UNIDAD
6071;QSO CREMA LIG C/VIT B9 A Y D X4480GR;NO;12;1;UNIDAD
9197;LECHE CHOC PARC DESC HOMO X200CM3;NO;24;1;UNIDAD
1499;YOGUR ENDUL PARC DESC ADIC 100GR;NO;48;1;UNIDAD
1500;YOGUR ENDUL PARC DESC ADIC X185GR;NO;35;1;UNIDAD
9174;POSTRE FLAN S/HUEV FORT C/VIT 95GR;NO;48;1;UNIDAD
9173;POSTRE FORT C/VIT A D Y ACID;NO;72;1;UNIDAD
9356;YOGUR C/PROBIO DIET DESC S/LA 185GR;NO;35;1;UNIDAD
9358;YOGUR C/PROBIO PARC DESC X 175GR;NO;20;1;UNIDAD
9359;YOGUY C/PROBIO DIET PARC DESC X175GR;NO;20;1;UNIDAD
9362;YOGUR C/PROBIO DIET DESC S/L 175GR;NO;35;1;UNIDAD
9355;YOGUR PREFOR BAT C/COLC VIT 175GR;NO;20;1;UNIDAD
6059;YOGUR FIRM C/PROBIO END PARC 120GR;NO;48;1;UNIDAD
6048;YOGUR DIETET DESC FORT C/ZIN 900GR;NO;17;1;UNIDAD
6063;YOGUR LS CLASICO SACHET X 220GR;NO;68;1;UNIDAD
9163;POSTRE FORT C/VIT A D Y ACID F 100GR;NO;48;1;UNIDAD
9162;FLAN S/HUEV DIETETI FORT C/VIT 95GR;NO;48;1;UNIDAD
9350;YOGUR C/PROBIOT DIETE PARC DESC 120GR;NO;48;1;UNIDAD
9354;YOGUR C/PROBIO DIET DESC C/CAL 100GR;NO;48;1;UNIDAD
6521;YOGUR C/PROBIO ENDUL FORT C/ZIN 1K;NO;12;1;UNIDAD
6518;YOGURISIMO CREMIX X 12 GR VIT B9 ZINC B3;NO;48;1;UNIDAD
6049;YOGURISIMO ENT FIRM VIT B3 120GR;NO;48;1;UNIDAD
6056;YOGUR LS CLASICO DESC C/CER VIT 157GR;NO;20;1;UNIDAD
6060;YOGUR ENT LS CLAS CON VIT X190GR;NO;20;1;UNIDAD
9992;LECHE CINDOR VIT B9 B3 X 1L;NO;12;1;UNIDAD
6054;YOGUR LS CLASICO BAT ENT VIT 120GR;NO;48;1;UNIDAD
6053;YOGUR LS CLASICO BATIDO DESC. X120GR;NO;48;1;UNIDAD
9663;ALIM LIQ A BASE DE COC SILK V X1L;NO;12;1;UNIDAD
9368;YOGUR SER C/CEREA PROB VIT B3 X166GR;NO;20;1;UNIDAD
2814;LECHE NUTRILON 1 BRICK 200CM;NO;24;1;UNIDAD
5777;LECHE NUTRILON 1 POUCH 1200GR;NO;10;1;UNIDAD
5778;LECHE NUTRILON 2 POUCH 1200GR;NO;10;1;UNIDAD
2815;LECHE NUTRILON 2 BRICK X200ML;NO;24;1;UNIDAD
9500;LECHE VITAL 2 POUCH X1KG;NO;8;1;UNIDAD
6061;YOGUR DESC LS CLASICO X190GR;NO;20;1;UNIDAD
6525;MI PRIMER YOGURIS BAT VIT B 120GR;NO;48;1;UNIDAD
9364;YOGUR SER FIRME C/COLAGENO 190GR;NO;20;1;UNIDAD
9365;YOGUR SER SACHET C/COLAGENO X1L;NO;17;1;UNIDAD
2816;LECHE NUTRILON 3 BRICK X200ML;NO;24;1;UNIDAD
9179;POSTRE LS CLASICO COMB P.120GR;NO;20;1;UNIDAD
3607;KINDER SORP MI VILLANO FAV 3  24 X8 UNID;NO;8;1;UNIDAD
9658;YOGURISIMO CREMIX SABORIZADO 120 GR;NO;48;1;UNIDAD
9944;YOGUR SER C/CEREALES TROPICALES;NO;20;1;UNIDAD
9955;YOGURT SER C/CEREALES BERRIES;NO;20;1;UNIDAD
6110;YOGUR ENTERO EST. ITALIANO VITO;NO;12;1;UNIDAD
1247;POSTRE SERENITO WAU X 1 100G;NO;48;1;UNIDAD
5047;FLAN SERENITO X 100;NO;48;1;UNIDAD
9159;FLAN SER 95 GR.;NO;48;1;UNIDAD
6133;YOGURISIMO CON ARITOS FRUTALES;NO;20;1;UNIDAD
1359;GRAN COMPRA DESC. CREMIX 120;NO;48;1;UNIDAD
1362;GRAN COMPRA ENTERO SACHET X 900;NO;17;1;UNIDAD
1369;GRAN COMPRA DESC. C/FRUTAS;NO;48;1;UNIDAD
1381;GRAN COMPRA DESC. SACHET X 900;NO;17;1;UNIDAD
1208;QUESO CREMA CASANCREM 290GR ENTERO;NO;12;1;UNIDAD
1209;QUESO CREMA CASANCREM LIGHT 290GR;NO;12;1;UNIDAD
1370;GRAN COMPRA ENTERO C/FRU 120GR;NO;48;1;UNIDAD
